batch_id,name,openalex_id,decision,reason
batch-24,Jeremy Dietz,A5078556304,accept,"Exact name and NICE affiliation; the compact record is consistently health-technology assessment and economic evaluation, including cost-utility methods and NICE social-care outcomes work, consistent with EQ-HWB applications in HTA."
batch-24,Jermaine Dambi,A5081348197,accept,"Name variant Jermaine M. Dambi at the University of Zimbabwe; coherent Zimbabwe health, rehabilitation, HIV and digital-health portfolio includes a 2026 EQ-5D-5L Shona digital-versus-paper equivalence study and coauthorship with Jennifer Jelsma."
batch-24,Jeshika Singh,A5036902866,accept,"Exact name; sustained health-economics and preference/HRQoL record with frequent coauthor Louise Longworth includes EQ-5D psychometric review, valuation studies, and EQ-5D-5L analysis, matching the supplied valuation project."
batch-25,Jessica Roydhouse,A5010221662,accept,"Recent EQ-HWB proxy-in-dementia work directly matches her project, and the wider record coherently centers on patient-reported outcomes, quality of life, oncology, and respondent burden."
batch-25,Jia Jia Lee,A5050544932,accept,"The record contains EQ-5D-5L Singapore norms and health-related quality-of-life research in obesity, bariatric care, and children; this is coherent with the proposed EQ-HWB and EQ-5D-Y projects."
batch-25,Jiabi Wen,A5001767251,accept,"The profile includes the exact EQ-DAPHNIE country-related DIF abstract named in the project, plus EQ-5D-5L mapping, EQ-5D-Y-5L validation, and Alberta quality-of-life/economic-evaluation work."
batch-25,Jill Carlton,A5051490866,accept,"University of Sheffield profile is strongly coherent in preference-weighted measures, health-state valuation, patient involvement and EQ-HWB; it includes the exact content-validity review protocol and relevant valuation research."
batch-25,Jiyoung Park,A5100409602,hold,"This 261-work profile is substantially mixed: it combines fiber-optics, transport, corporate governance, music education, pharmacology, psychology and health work. It shows no EQ-5D-Y or psychometric record tying it safely to the project."
batch-26,Josephine Walker,A5038317615,hold,"Although the name is similar, the record is chiefly a Bristol hepatitis C/HIV transmission and infectious-disease modelling portfolio, not EQ-5D valuation; it also contains incompatible 1925 and 1962–69 biomedical works, indicating substantial profile contamination."
batch-26,John Hartman,A5108501222,hold,"The selected profile is explicitly Karen Hartman, not John Hartman. Its social-work, library-guide, psychology, and cardiology record has no coherent connection to the GSK valuation-project evidence."
batch-26,John Brazier,A5007276743,hold,"The health-economics and EQ-5D record is plausible, but the profile is substantially mixed: it includes 1874–77 Australian mollusc/taxonomy papers and a 2025 biochemistry meeting report, incompatible with the Sheffield health-economics identity."
batch-26,Jose Luis Pinto-Prades,A5017788431,accept,"The near-exact accented name and Navarra affiliation align with a coherent health-economics/valuation record. Numerous examples directly concern EQ-5D tariffs, EQ-5D-5L valuation, QALYs, stated preferences, and time/preference methods."
batch-26,John Yfantopoulos,A5050078092,accept,"Exact name and University of Athens affiliation align. The record is coherently health economics and includes Greek EQ-5D validity and EQ-5D-3L/5L psychometric studies, directly consistent with valuation of the EQ-5D-5L in Greece."
batch-27,Joshua Bonsel,A5090783923,accept,"Joshua M. Bonsel at Erasmus MC has a coherent orthopaedic PROM/EQ-5D record, including EQ-5D studies in arthroplasty, scoliosis, and socioeconomic inequalities that directly match his orthopaedic clinical-practice and registry projects."
batch-27,Juan Cabasés,A5039017875,accept,"Juan Manuel Cabasés Hita has a long, coherent health-economics and quality-of-life record, including Spanish EQ-5D-5L validity norms, EQ-5D-5L valuation, and cross-country EQ-5D surveys; this fits the named economics-affiliated EuroQol researcher."
batch-27,Juan M. Ramos-Goñi,A5047957689,accept,"Juan Manuel Ramos-Goñi's profile is directly aligned: extensive EQ-5D valuation, protocol, quality-control, population-norm, and utility-calculation work, with EuroQol valuation coauthors, matches his Maths in Health affiliation and listed valuation/tool projects."
batch-27,Juan Pedro Alonso,A5109481311,hold,"The chosen profile is María del Mar Alonso Montejo, not Juan Pedro Alonso. Its record concerns paediatric diabetes, neonatal care, thrombosis, and case reports, with no supplied evidence connecting it to the Argentina EQ-5D response-scale project."
batch-27,Juanita Haagsma,A5060133399,accept,"Juanita A. Haagsma at Erasmus MC has a coherent trauma, injury, health-outcomes, and quality-of-life record. Her substantial work on injury recovery, health impact, and EQ-5D-relevant outcomes fits the extensive Erasmus MC EuroQol descriptive-systems and COVID projects."
batch-28,Judith Bosmans,A5016039203,hold,"Although the modern record is a coherent Dutch health-economic portfolio relevant to EQ-5D valuation, it includes clearly incompatible historical works from 1974, 1982, 1988, and 1994 on fungi and other unrelated clinical topics. This is substantial name-collision contamination, so the profile is unsafe to include."
batch-28,Julie Ratcliffe,A5070505553,accept,"Exact name, Flinders affiliation, and a strongly coherent health-economics and aged-care quality-of-life record fit the project. Specific works include EQ-5D-5L South Australian population norms, Australian EQ-5D weights, generic preference-based instruments in older care settings, and aged-care quality-of-life research."
batch-28,Juntana Pattanaphesaj,A5040546783,accept,"Exact name and a focused Thai health-economics/EQ-5D record directly match the project. The profile includes The EQ-5D-5L Valuation study in Thailand, Thai EQ-5D-5L versus 3L work, Asian EQ-5D valuation comparisons, and a relevant Ministry of Public Health affiliation."
batch-28,Katie Page,A5103147397,hold,"The supplied person is Katie Page, but the profile display name is Karen Page, an incompatible given name. Its broad record is chiefly cardiac, pregnancy, cancer, and other clinical research; one hearing quality-of-life review is insufficient to establish it as the named researcher or the cognitive/visual-impairment project investigator."
batch-28,Katie Spencer,A5073760994,accept,"Exact name, University of Leeds affiliation, and a coherent cancer/palliative-radiotherapy portfolio fit the palliative-care EQ-5D outcome project. Relevant examples include Palliative radiotherapy and a population-based study of 30-day mortality in adult palliative radiotherapy; core coauthors and topics are consistently oncology-focused."
batch-29,Katy Gallop,A5091811569,accept,"Exact-name profile is a patient-reported outcomes and HRQoL researcher at Lloyd's, with repeated work on conceptual models and quality of life across diseases; its health-economic/QoL focus aligns with the EQ-5D bolt-on projects."
batch-29,Kelly de Ligt,A5000687889,accept,"Exact-name Tilburg profile has a coherent cancer survivorship and HRQoL record, including 2025 melanoma HRQoL and patient-reported outcome implementation studies, directly consistent with screening emotional distress in advanced melanoma."
batch-29,Kidu Gidey,A5040157120,accept,"Exact-name Mekelle University profile explicitly includes the 2025 systematic review 'Health-related quality of life in COVID-19 patients: a systematic review and meta-analysis of EQ-5D studies,' matching the supplied project."
batch-29,Kim Dalziel,A5078953009,accept,"Exact-name Melbourne profile has sustained paediatric HRQoL and health-economics work, including EQ-5D-Y-5L feasibility research and paediatric PROM comparisons, consistent with the supplied EQ-5D-Y projects."
batch-29,Kim Rand,A5041551368,accept,"Exact name and Akershus University Hospital affiliation match the member evidence. The core record is extensive EQ-5D valuation and health-economics work, including EuroQol TTO protocols, national EQ-5D-5L value sets, and valuation modelling."
batch-30,Knut Stavem,A5033845511,accept,"Exact name, Norwegian institutional context, and extensive quality-of-life/EQ-5D record are consistent. The profile contains the supplied project title, ""Validity of EQ-5D-5L breathing and cognition bolt-ons in non-hospitalized patients after COVID-19"", directly confirming the identity."
batch-30,Kompal Sinha,A5026880787,accept,"Exact name and a coherent health-economics and socioeconomic research portfolio support the match. The record includes quality-of-life valuation work (AQoL-8D and adolescent AQoL-6D) alongside India-focused poverty, food, and inequality research, consistent with the India EQ-5D project."
batch-30,KM Vermeulen,A5110324582,accept,The initials match exactly and the Groningen clinical record coherently includes health-related quality-of-life measurement and cost-effectiveness studies. Its patient-outcomes focus is consistent with the supplied Descriptive Systems project on selecting health attributes.
batch-30,Koonal Shah,A5083575745,accept,"Exact name and NICE affiliation match. The extensive EuroQol valuation portfolio directly covers EQ-5D-5L value sets, EuroQol TTO protocols, EQ-5D-Y valuation, child/adolescent health states, and the conceptual valuation themes of the supplied projects."
batch-30,Klas Goran Sahlen,A5069574274,accept,"The exact accented name matches, and the record is a coherent Swedish health-economics and quality-of-life portfolio, including EQ-5D-5L valuation work (Vietnam) and Swedish health outcomes research, consistent with the Swedish EQ-5D-5L value-set project."
batch-31,Kristina Burström,A5005862614,accept,"Karolinska Institutet profile is strongly coherent with the Swedish EQ-5D project: extensive EQ-5D valuation, Swedish population and register-based quality-of-life studies, and EuroQol coauthors including Paul Kind and Nancy Devlin."
batch-31,Kristina Ludwig,A5035184665,hold,"Although the Bielefeld EQ-5D valuation record matches, the profile includes incompatible 1965–69 food-emulsifier publications and a 2002 brain-injury paper, indicating name-collision contamination in the combined record."
batch-31,Kristina Secnik Boye,A5039006946,accept,"The Eli Lilly affiliation, Kristina S. Boye name variant, and sustained diabetes outcomes/utility research are coherent, including EQ-5D valuation, health-related quality-of-life, and treatment-utility publications."
batch-31,Lan Gao,A5043687438,hold,"The Deakin health-economics and stroke portfolio partly fits the projects, but the profile also contains incompatible 2004–07 cardiac-anesthesia and traditional-Chinese-medicine works, showing name-collision contamination."
batch-31,Lars Ehlers,A5054828864,hold,"While the Danish EQ-5D-5L valuation publications fit the project, the profile also contains incompatible 1997 dementia, 1999 internet-history, 2000 intranet, and 2025 German bioterrorism works, indicating substantial merged-identity contamination."
batch-32,Leida Lamers,A5091647381,hold,"The EQ-5D, Dutch tariff, health-economics works and relevant coauthors fit, but the record has substantial unrelated contamination: PEM electrolyzer engineering (2024), cardiac pump physiology (1983), and equine lameness studies."
batch-32,Lidia Engel,A5039737173,accept,"Exact-name profile coherently matches her Monash health-economics and PROMs work: EQ-HWB development, caregiver spillovers, aged-care research, and frequent collaboration with Mulhern, McCaffrey, and other relevant researchers."
batch-32,Lina Maria Serna Higuita,A5022647682,hold,"Although the exact name and medical-informatics affiliation are present, the record is overwhelmingly renal/transplant/dialysis research with nephrology coauthors. It provides no clear EQ-5D, cancer distress, or PROMs connection to the supplied project."
batch-32,Ling Jie Cheng,A5082193621,hold,"Recent EQ VAS and health-related quality-of-life work aligns, but the profile contains substantial incompatible name-collision material, including 2000 guinea-pig cholecystitis, 2006 microfluidics, 2009 sheep osteopenia, and 2012 rat studies."
batch-32,Ling-Hsiang Chuang,A5057802030,accept,"The profile is coherent with EuroQol valuation and descriptive-systems work: EQ VAS framework, EQ-5D index prediction, EQ-5D population trends, TTO values, and SF-12-to-EQ-5D conversion, alongside an appropriate health-economics network."
batch-33,Liv Ariane Augestad,A5054297438,accept,"Exact name and University of Oslo affiliation; a coherent health-economics and EQ-5D valuation record, including Norwegian EQ-5D population norms, EQ-VT values, and collaborations with Kim Rand and Knut Stavem."
batch-33,Louise Longworth,A5046647690,accept,"Exact name and Arrow affiliation; extensive coherent health-economics/EQ-5D record with UK HTA work, EQ-5D studies, and frequent EuroQol-linked coauthors including Brazier, Rowen, Mulhern, Tsuchiya, and Devlin."
batch-33,Lucila Rey Ares,A5045433583,accept,Exact name; Argentine health-economics record includes the specified population-health evidence: Self-Reported Health Status and EQ-5D-3L Values of the Argentine Population. Broader Latin American cost-effectiveness work is coherent with the projects.
batch-33,Lucky Ngwira,A5063482306,accept,"Name is compatible as Lucky G. Ngwira; Malawi-based public-health record coherently combines TB/HIV/COVID research with health-related quality-of-life and economic-evaluation work, consistent with the Chichewa EQ-TIPS and sub-Saharan Africa projects."
batch-33,Luis Rajmil,A5000326162,accept,"Name is compatible as Luís Rajmil; a coherent child/adolescent health-related quality-of-life and psychometrics record, including KIDSCREEN validation and pediatric PRO research, supports the EQ-5D-Y project."
batch-34,madeeha malik,A5053689562,accept,The profile is a Pakistan-based pharmaceutical policy and outcomes researcher and includes the 2025 Pakistani stakeholder study on measuring and valuing child/adolescent health-related quality of life. This directly aligns with her Pakistan EQ-5D/EQ-5D-Y valuation projects.
batch-34,Marcel Jonker,A5063358434,accept,"The Erasmus University Rotterdam profile is a coherent EQ-5D valuation and discrete-choice-methods record. Recent works cover EQ-5D-3L value sets, DCE with duration, nonlinear time preferences, and direct DCE/cTTO comparisons, matching his extensive valuation projects."
batch-34,Maja Kuharic,A5007210675,accept,"The Northwestern University affiliation matches exactly, and the record contains multiple core EQ-HWB publications: its development, item validation, comparison with EQ-5D, and studies in Italian and US caregiver populations. Coauthors include established EQ-HWB collaborators."
batch-34,Malin Regardt,A5010406225,accept,"The Karolinska rheumatology record is coherent, centered on inflammatory myopathies, patient-reported outcomes, and quality of life. It includes the Swedish-register study evaluating EQ-5D-3L and EQ VAS for ankylosing spondylitis, directly matching her project."
batch-34,Maksat Jumamyradov,A5067862987,accept,"This compact, coherent health-valuation/econometrics record includes the exact 2024 article 'Scale and rate heterogeneity in the EQ-5D-5L valuation,' directly matching project 1716-TVG, plus EQ-5D-Y valuation and DCE-methods work."
batch-35,Margreet Franken,A5089696059,accept,"M Franken at Radboud has a coherent health-economics and melanoma record, including the 2024 abstract “Validity of EQ-5D-3L and EQ-5D-5L Using the Fact-M in Patients With Advanced Melanoma,” directly matching project 196-RA."
batch-35,Marisa Da Santos,A5070231679,accept,Marisa Santos matches the stated Instituto Nacional de Cardiologia affiliation and has a coherent Brazilian quality-of-life/health-economics record. The 2025 Dara Project article using EQ-HWB-9 and EQ-5D-5L directly matches project 1445-RA.
batch-35,Mark Oppe,A5023709885,accept,"Exact name with a sustained EQ-5D valuation and health-economics record, including EQ-5D-5L valuation protocol, quality-control, and EQ-5D-Y valuation work. Coauthors and Erasmus MC affiliation are coherent with the listed EuroQol valuation projects."
batch-35,Mark Sculpher,A5060049178,accept,"Exact name, University of York affiliation, and a large coherent health-economics record (cost-effectiveness, QALYs, valuation and HTA) are consistent with the EQ-5D-5L valuation project."
batch-35,Martijn Doeleman,A5038383689,accept,"Martijn J. H. Doeleman at Utrecht has a focused juvenile idiopathic arthritis record. His 2025 dissertation exactly matches project 2101-EO, and the profile includes JIA quality-of-life monitoring using EQ-5D-5L-Y."
batch-36,Martin Härter,A5048738092,accept,"Universität Hamburg profile is a coherent mental-health, patient-centred communication and quality-of-life record, including SDM-Q-9 psychometrics and health-systems/QoL work consistent with the EQ-5D project."
batch-36,Martine Hoogendoorn,A5033706754,accept,"Erasmus MC profile centres on COPD and health economics and includes the exact 2021 EQ-5D-5L Plus Respiratory Bolt-On Birmingham COPD Cohort paper, directly matching both respiratory bolt-on projects."
batch-36,Marufa Sultana,A5035318354,accept,"Deakin University profile coherently covers Bangladeshi child health, healthcare use and health economics/quality of life, consistent with the Bangladesh child and EQ-TIPS/EQ-5D-Y projects."
batch-36,María Belizán,A5058351382,accept,"IECS profile has a coherent Argentine health-outcomes and maternal-health record, including EQ-HWB development, EQ-HWB psychometric work, and 2026 Argentinean EQ-HWB-9 content validity."
batch-36,Matthijs Versteegh,A5086031530,accept,"Profile is a coherent Dutch health-economics and EQ-5D valuation record: it includes the Dutch EQ-5D-5L tariff, time trade-off research, mapping to EQ-5D, and frequent coauthorship with Simone Huygens."
batch-37,Maureen Rutten-van Molken,A5010272673,accept,"Exact name and Erasmus University Rotterdam affiliation; extensive health-economics, quality-of-life, and utility-measurement record aligns with the EQ-5D-5L+R valuation project."
batch-37,Meixia Liao,A5079423723,accept,"Exact name and National University of Singapore affiliation; multiple EQ-5D valuation, value-set, bolt-on, and psychometric papers with Nan Luo align directly with the dissemination project."
batch-37,Michael Herdman,A5006750775,accept,"Exact name, ORCID, and a strongly EuroQol-specific record: development of EQ-5D-5L and EQ-5D-Y, EQ-5D comparison studies, and collaborations with Devlin and Luo directly fit both projects."
batch-37,Michał Jakubczyk,A5015781187,accept,"Exact name and SGH Warsaw School of Economics affiliation; the record includes Polish EQ-5D 3L and 5L value sets plus recent time-trade-off, worse-than-dead, and bolt-on valuation studies matching the projects."
batch-37,Michela Meregaglia,A5038451583,accept,"Exact name and Bocconi University affiliation; EQ-5D-5L Italian value-set and population-norms work, alongside broad quality-of-life and health-technology-assessment research, directly support both supplied projects."
batch-38,Mihretab Gebreslassie,A5085631323,accept,"The exact name and Stockholm County Council affiliation align, and the record coherently centers on health economics, HRQoL, health inequalities, and population EQ-5D research, including a population-based EQ-5D-3L study."
batch-38,Mimmi Åström,A5055089597,accept,"The exact Karolinska affiliation, repeated collaboration with Kristina Burström, and cohesive EQ-5D-Y work on Swedish adolescent norms, valuation, label development, and psychometrics directly match all supplied Youth projects."
batch-38,Mihir Gandhi,A5087601665,hold,"Although the Duke-NUS affiliation and several quality-of-life collaborations fit, the profile includes clearly unrelated 1979 veterinary xanthine-oxidase papers, 1994 renal cell biology, and diverse surgical/oncology records, indicating substantial name-collision contamination."
batch-38,Milad Karimi,A5076374306,hold,"The EQ-5D valuation papers and EuroQol coauthors fit, but the profile also contains a distinct cluster of mineral-extraction/electrochemistry papers plus unrelated leukemia and theology works. This is substantial mixed-identity contamination despite the relevant core."
batch-38,Min-Joo Woo,A5028665396,hold,"The chosen profile is named Woo-Jung Song, not Min-Joo Woo, and its extensive record is focused on asthma, chronic cough, and respiratory medicine rather than EQ-5D valuation. The name and research record are incompatible."
batch-39,Min-Woo Jo,A5015763173,accept,"Exact name and Ulsan College affiliation; a sustained Korean health-economics and quality-of-life record includes EQ-5D-5L valuation, EQ-5D-3L/5L psychometrics, and SF-6Dv2 valuation work."
batch-39,Mina Bahrampour,A5068470091,accept,"Exact name and University of Technology Sydney affiliation; record is coherent in health economics and EQ instruments, with Australian paediatric EQ-5D work and frequent EuroQol-linked coauthors including Mulhern, Devlin, and Norman."
batch-39,Minghui Li,A5100400064,hold,"Although the profile contains Chinese EQ-5D and EQ-VT work, it has substantial incompatible contamination: 2025 robotics, recommendation systems, prompt-injection papers, plus earlier philosophy, geology, and law works."
batch-39,Minh Pham,A5077706356,hold,"The profile is for Phạm Minh Khuê, not Minh Pham, at Hai Phong University of Medicine and Pharmacy; its record centers on HIV, hepatitis, tuberculosis, and health literacy, not the supplied EuroQol work."
batch-39,Márta Péntek,A5064557440,accept,"Exact name and Obuda University affiliation; extensive coherent health-economics and quality-of-life record includes EQ-5D in Central/Eastern Europe, Hungarian EQ-5D valuation, and EQ-5D utility mapping."
batch-40,Nan Luo,A5064398143,hold,"Although the NUS affiliation and several EQ-5D valuation papers fit, the record has substantial unrelated contamination: synthetic-cell biology, biosensor immunoassay, navigation, and highly cited cancer-immunology papers. This is not a safely coherent single profile."
batch-40,Nancy Devlin,A5103206776,accept,"Exact name and University of Melbourne affiliation; a strongly coherent health-economics and EQ-5D valuation record. Core works include the England EQ-5D-5L value set, EQ-5D and the EuroQol Group, EQ-5D-Y development, and current child valuation/EQ-TIPS studies."
batch-40,Narcis Gusi,A5042480120,accept,"Compatible name variant and a coherent Spanish rehabilitation, physical activity, and health-related quality-of-life record. It includes EQ-5D-Y development and multinational feasibility/validity studies, directly matching the supplied youth EQ-5D projects."
batch-40,Nick Bansback,A5052496992,accept,"Exact name and a coherent Canadian health-economics, PROMs, shared decision-making, and utility-valuation record. It includes the Canadian EQ-5D-5L value set, discrete-choice utility work, and collaboration with EuroQol researchers including Nancy Devlin and John Brazier."
batch-40,Nils Gutacker,A5023093255,accept,"Exact name and University of York affiliation, with a cohesive health-services/economics record focused on PROMs, EQ-5D outcomes, hospital performance, patient choice, and healthcare access. Examples directly support the supplied EQ-5D and routine PROM projects."
batch-41,Ning Yan Gu,A5063972558,hold,"Although several EQ-5D and health-economics works fit the projects, this profile is substantially mixed: it also contains unrelated blind signal-processing papers, a 1997 dementia paper, and other incompatible records. It is not safe to treat as one coherent identity."
batch-41,Nyantara Wickramasekera,A5077076014,accept,"Exact name and University of Sheffield affiliation; a coherent health-economics and quality-of-life record with EQ-HWB validation, preference studies, shared decision-making, and regular collaborators Anju Keetharuth and Phil Shackley. This is consistent with the EQ-5D clinical-outcomes project."
batch-41,Ole Marten,A5033160244,accept,"Exact name and Bielefeld University affiliation. The record directly documents extensive EQ-HWB and EQ-5D research, including EQ-HWB development, valuation, cognitive debriefing, and German elderly-population studies, with core EuroQol coauthors."
batch-41,Oliver Rivero-Arias,A5121462085,accept,"Exact name and University of Oxford affiliation. The neonatal and infant-care portfolio coheres with the project on family spillovers in necrotising enterocolitis, and includes a children-and-young-people time-use questionnaire for economic evaluation; no conflicting identity signal is present."
batch-41,Oriana Ciani,A5008052793,accept,"Exact name and ORCID. The large, coherent health-technology-assessment and health-economics record includes an explicit 2021 EQ-5D-5L value set for Italy and closely related valuation, surrogate-endpoint, and policy research. The early technology papers do not constitute a conflicting identity."
batch-42,Pedro Ferreira,A5048178253,hold,"Although Pedro Lopes Ferreira has a plausible Portuguese health/QoL core, this 347-work profile has substantial incompatible name-collision material: 2025 vehicle re-identification, Mozambique conflict, cardiac-device infection corrigendum, and a FeCo alloy paper. These unrelated fields prevent safe inclusion."
batch-42,Paul Kind,A5013594779,accept,"Exact name and a highly coherent, extensive EQ-5D record: EQ-5D-5L development and interim scoring, EQ-5D-Y development, UK population health surveys, TTO, and EuroQol tariff studies. The University of Leeds affiliation and collaborators also fit; one old unrelated ophthalmology paper is not substantial contamination."
batch-42,Paul Krabbe,A5061371202,accept,"Name expansion Paul F. M. Krabbe and University Medical Center Groningen match exactly. The record strongly supports EuroQol valuation work, including EuroQol health-state reliability, the Dutch EQ-5D tariff, a European EQ-5D currency, and the international EQ-5D-5L valuation protocol."
batch-42,Patricia Cubi-Molla,A5087726711,accept,"The accented name, Office of Health Economics affiliation, health-economics/QoL focus, and repeated collaboration with EuroQol researchers Nancy Devlin and Paula Lorgelly form a coherent record. Work includes health valuation, EQ-5D-5L comparison, and quality-of-life research."
batch-42,Paula Lorgelly,A5027424571,accept,"Exact name and University of Auckland affiliation match. Record is coherently health economics and HRQoL, with EQ-5D-5L valuation, EQ-5D instrument validity, EQ-DAPHNIE, long-COVID HRQoL, and health-equity work; Amanda Cole is a frequent collaborator."
batch-43,Peep Stalmeier,A5013523692,accept,"Exact name and Radboud affiliation align. The record directly includes Dutch EQ-5D tariff work and recent time-trade-off, worse-than-dead, and severe-health-state valuation studies matching the listed valuation projects."
batch-43,Philip Clarke,A5072230333,hold,"Although the Melbourne health-economics and EQ-5D/UKPDS work fits, the profile also contains clearly incompatible 1955 nutrition, 1969 metrology, and 1977/1979 neutron-diffraction works. These constitute substantial name-collision contamination."
batch-43,Philip Powell,A5072704582,accept,"Exact name and a strong, coherent health-valuation record: frequent coauthors Jill Carlton, Donna Rowen, and John Brazier, plus work on paediatric quality of life and measuring health-related quality of life in infants and toddlers, fit the listed EQ-VT youth projects."
batch-43,Piyameth Dilokthornsakul,A5013970219,accept,"Exact uncommon name with a coherent Thai health-economics and outcomes-research record. The profile is led by health-system/economic-evaluation work and has sustained collaboration with Nathorn Chaiyakunapruk and other Thai health-economics coauthors, consistent with a Thai EQ-5D-Y value-set project."
batch-43,Prudence Cheung,A5011025629,accept,"Exact name and University of Hong Kong affiliation fit a coherent paediatric orthopaedics/scoliosis record. It includes EQ-5D-5L validation in Chinese adolescents, EQ-5D-Y questionnaire comparison, and 2025 EQ-5D-Y health-state preference research, directly matching the Youth project."
batch-44,Rachel Tan,A5047279366,hold,"The profile has a strong EQ-5D/HRQoL cluster with Nan Luo and Michael Herdman, but also includes clearly unrelated consumer-marketing and immunology records, indicating substantial same-name profile contamination."
batch-44,Rainer Reile,A5036883637,accept,Exact name and Estonian National Institute for Health Development affiliation; the record includes the 2026 Ukrainian-refugee HRQoL-in-Estonia study matching project 1987-SG and coherent Estonian population-health work.
batch-44,Rebecca Addo,A5005424373,accept,"The UTS health-economics record coherently supports the EQ-5D multilayer project: it includes the matching 2025 conference abstract, Ghana EQ-5D-5L value-set work, and EQ-5D bolt-on research with relevant coauthors."
batch-44,Richard Brooks,A5112107099,hold,"Although it includes seminal EuroQol/EQ-5D publications, the profile is substantially mixed with unrelated legal, political-history, philosophy, planning, and regional-economics records, so it is unsafe as one identity."
batch-44,Richard Norman,A5101841802,accept,"Exact name, ORCID, and Curtin affiliation align. The dominant record is a coherent health-economics/EQ-5D valuation portfolio, including Australian EQ-5D weights, DCE work, and the Australian 5L value-set study matching his projects."
batch-45,Rosalie Viney,A5076742980,accept,"Exact UTS affiliation and a coherent health-economics/EQ-5D valuation record. Projects on EQ-5D-5L valuation align with multiple core works (Australian EQ-5D weights, DCE valuation) and frequent EuroQol coauthors including Nancy Devlin and John Brazier."
batch-45,Ruixuan Jiang,A5049026946,hold,"Merck affiliation and several EQ-5D/health-economics works fit, but the record has substantial incompatible contamination: 2026 subglacial-radar datasets plus 2000–2006 leukemia, selenium/adenoma, and genetic-polyp publications. These form a distinct, implausible research identity."
batch-45,Sander van Kuijk,A5087173002,accept,"The expanded exact name and Maastricht UMC affiliation fit a coherent clinical-epidemiology record. COVID-19 research, quality-of-life outcomes, and health-economic collaborators (including Carmen Dirksen) align with the long-COVID and EQ-5D bolt-on projects. The one 1986 PACS item is isolated, not substantial contamination."
batch-45,Sarah Derrett,A5021576811,accept,"Exact University of Otago affiliation and a coherent record in injury outcomes, health-related quality of life, and health systems research. Recent work on generic HRQoL instruments, EQ-5D-5L Nepal adaptation, and content validity directly aligns with the supplied EuroQol projects."
batch-45,Sarah Dewilde,A5043932217,accept,"A coherent health-economics and patient-reported-outcomes record, with recent EQ-5D bolt-on psychometrics work directly matching two supplied projects. Frequent coauthors Mathieu Janssen and Lieven Annemans and work on utilities, stroke, fatigue, and myasthenia support the EuroQol identity."
batch-46,Sarega Gurudas,A5067968462,accept,"Moorfields Eye Hospital ophthalmology record is coherent with the vision bolt-on project: nearly all work concerns retinal disease, diabetic retinopathy, vision impairment, and SMART-India, including the SMART-India diabetes vision-prevalence study."
batch-46,Sayem Ahmed,A5011474576,accept,"The record is a coherent health-economics and global-health portfolio, including quality-of-life, willingness-to-pay, cost-effectiveness, health insurance, and healthcare-system research. Its Nepal hypertension cost-effectiveness protocol supports compatibility with developing a Nepal EQ-5D-5L value set."
batch-46,Seungjin Bae,A5038405248,accept,"Ewha Womans University record is predominantly coherent in health economics, pharmaceutical policy, and quality-of-life research. Examples include cost-effectiveness, health-care data in South Korea, cancer medicine pricing, biosimilar uptake in Korea, and AI in health-economic evaluation, consistent with a Korean EQ-5D-Y valuation study."
batch-46,Shankar Prinja,A5071690494,accept,"PGIMER health-economics and health-systems profile is strongly coherent with the India valuation projects. It includes the exact 2022 Value in Health article developing the Indian EQ-5D-5L value set, alongside India-focused economic evaluation and healthcare financing work."
batch-46,Shitong Xie,A5113241600,accept,"This is a coherent health-utility measurement and valuation record with Jing Wu, Feng Xie, and John Brazier. It includes Chinese SF-6Dv2 valuation and psychometrics, EQ-5D-5L population norms and measurement-property comparisons, and adolescent health-measurement work, directly fitting the China EQ-5D-Y projects."
batch-47,Shunya Ikeda,A5064794823,hold,"Although the profile includes Japanese EQ-5D valuation papers, it has substantial apparent name-collision contamination: unrelated CAR-T, oral microbiology, ICU, audiology, nursing, and 1970s–1990s works alongside the health-economics record."
batch-47,Simon Pickard,A5058888906,accept,"A. Simon Pickard at University of Illinois Chicago has a coherent HRQL and health-economics record, with numerous directly relevant EQ-5D valuation, measurement, population-norm, and youth-preference works matching the supplied projects."
batch-47,Simone Schieskow,A5117152200,accept,"Exact-name Bielefeld University profile with a focused four-work record on EQ-5D-Y measurement, HRQL in infants/toddlers, stakeholder engagement, and EuroQol EQ-TIPS, consistent with the EQ-HWB psychometric project."
batch-47,Soumana Chamoun Nasser,A5029600163,accept,"Soumana C. Nasser at Lebanese American University has a coherent health-economics, pharmaceutical-policy, and quality-of-life record, including EQ-HWB-9 caregiver validity and EQ-HWB pain/discomfort psychometrics that match the supplied project."
batch-47,Stefan Lipman,A5078862538,accept,"Stefan A. Lipman's health-economics record directly covers EQ-5D-Y valuation perspectives, time trade-off, states worse than dead, and the Netherlands EQ-5D-Y-3L value set; it closely matches the listed valuation and youth projects."
batch-48,Stella Heemskerk,A5025807986,accept,"Exact Stella C. M. Heemskerk at Erasmus MC. The clinical outcomes/cost-effectiveness record is coherent, including long-COVID quality-of-life studies and work with health-economics coauthors such as Haagsma and Dirksen, consistent with the Dutch EQ-TIPS project."
batch-48,Stephen Coons,A5052220528,accept,"Exact Stephen Joel Coons at Critical Path Institute. Extensive patient-reported-outcome and EQ-5D measurement record, including US EQ-5D valuation, EQ-5D/SF-12 comparison, and the ISPOR report on electronic-versus-paper PRO measurement equivalence."
