review_scope,name,chosen_id,chosen_name,orcid,affiliation,member_affiliation,qa_decision,qa_reason,additional_profile_ids_held,alternatives,project_ids
primary_binary_qa,Guangjie Zhang,A5030831609,Guangjie Zhang,0000-0003-1311-8510,Murdoch University,,hold,"Profile has one EuroQol EQ-HWB/EQ-5D-5L paper and Busschbach coauthorship, but the record is substantially dominated by unrelated composting, food science, phytochemistry, agriculture, and an oil-and-gas paper, indicating name-collision contamination.",,A5102899697=Guangjie Zhang(1 eq),1758-EO;1985-EO
primary_binary_qa,Jahangir Khan,A5052565475,Jahangir Khan,0000-0002-6151-764X,Liverpool School of Tropical Medicine,,hold,"The Bangladesh health-economics work fits the value-set projects, but the profile also includes several unrelated 2025 AI/cybersecurity and medical-imaging papers plus much older Pakistan biomedical work. This is substantial name-collision contamination, so it is not a safely coherent identity.",,,1669-VS;2480-EO
additional_profile_ids,Jill Carlton,A5051490866,Jill Carlton,0000-0002-9373-7663,University of Sheffield,,accept,"University of Sheffield profile is strongly coherent in preference-weighted measures, health-state valuation, patient involvement and EQ-HWB; it includes the exact content-validity review protocol and relevant valuation research.",A5003198517,A5003198517=J. Carlton(2 eq); A5140632085=Jill Carlton(1 eq),1988-RA;2148-RA
additional_profile_ids,Michael Herdman,A5006750775,Michael Herdman,0000-0002-8189-5357,National University of Singapore,Insight Consulting & Research,accept,"Exact name, ORCID, and a strongly EuroQol-specific record: development of EQ-5D-5L and EQ-5D-Y, EQ-5D comparison studies, and collaborations with Devlin and Luo directly fit both projects.",A5107835766;A5101442953,A5107835766=Michael Herdman(29 eq); A5101442953=Michael Herdman(29 eq),2014110;2016730
primary_binary_qa,Milad Karimi,A5076374306,Milad Karimi,0000-0002-5298-174X,Yazd University,,hold,"The EQ-5D valuation papers and EuroQol coauthors fit, but the profile also contains a distinct cluster of mineral-extraction/electrochemistry papers plus unrelated leukemia and theology works. This is substantial mixed-identity contamination despite the relevant core.",,,2016560;20190550
primary_binary_qa;additional_profile_ids,Minghui Li,A5100400064,Minghui Li,0000-0003-3673-5925,,University of Tennessee,hold,"Although the profile contains Chinese EQ-5D and EQ-VT work, it has substantial incompatible contamination: 2025 robotics, recommendation systems, prompt-injection papers, plus earlier philosophy, geology, and law works.",A5103108258;A5126745824;A5132606393,A5103108258=Minghui Li(2 eq); A5126745824=Minghui Zeng(2 eq); A5132606393=Linguo Li(2 eq); A5114833165=LI Ming-hui(1 eq); A5016268972=Minghui Li(1 eq); A5044045569=Li Chen(1 eq); A5065633769=Ting Li(1 eq); A5100656423=Zhifang Li(1 eq); A5003200680=Qian Li(1 eq); A5101562655=Yangchun Li(1 eq); A5024828661=Dongyun Li(1 eq); A5082645897=Yuneng Li(1 eq); A5007642188=Ruijiang Li(1 eq); A5085750703=Meng Li(1 eq); A5100683085=Bingyu Li(1 eq); A5016360933=Linguo Li(1 eq),2016580;20180620
additional_profile_ids,Shitong Xie,A5113241600,Shitong Xie,,Tianjin University of Science and Technology,,accept,"This is a coherent health-utility measurement and valuation record with Jing Wu, Feng Xie, and John Brazier. It includes Chinese SF-6Dv2 valuation and psychometrics, EQ-5D-5L population norms and measurement-property comparisons, and adolescent health-measurement work, directly fitting the China EQ-5D-Y projects.",A5103283293,A5103283293=Shitong Xie(4 eq); A5121097943=Shitong Xie(1 eq),2209-RA;2211-RA
primary_binary_qa,Shunya Ikeda,A5064794823,Shunya Ikeda,0000-0002-1866-2155,Hiroshima University,,hold,"Although the profile includes Japanese EQ-5D valuation papers, it has substantial apparent name-collision contamination: unrelated CAR-T, oral microbiology, ICU, audiology, nursing, and 1970s–1990s works alongside the health-economics record.",,A5071966276=Shunya Ikeda(1 eq),2013140;2014040
primary_binary_qa,Xin Zhang,A5100427821,Lixin Zhang,0000-0003-0894-9520,University of Science and Technology Liaoning,,hold,"Profile is Lixin Zhang, not Xin Zhang, and is dominated by plant biology, natural products, genomics, and unrelated highly heterogeneous works; it provides no coherent EQ-5D/atopic-dermatitis research identity.",,,1972-RA;2649-EO
primary_binary_qa;additional_profile_ids,Alexander Geissler,A5089010455,Alexander Geißler,0000-0002-7445-2929,University of St.Gallen,,hold,"Although the health-policy/hospital-payment papers could fit PROM dashboards, the profile is substantially mixed: a large neuroimaging/MRI coauthor cluster plus unrelated works from 1959 and 1965–68 are incompatible with one coherent researcher record.",A5121250490,A5121250490=Alexander Geissler(2 eq),301-SG
primary_binary_qa,Alexander van Heusden,A5070658848,Alexander van Heusden,0009-0007-8055-5450,Murdoch Children's Research Institute,,hold,"Recent adapted EQ-5D-Y papers fit the project, but the profile has substantial conflicting material: its dominant cardiac-arrest/cardiogenetics cluster has a separate dense coauthor network, alongside unrelated 1963 and 2007 obstetric works. Safe attribution is not possible.",,,1739-EO
primary_binary_qa;additional_profile_ids,Antony Martin,A5070568819,Antony P. Martin,0000-0003-4383-6038,,,hold,"Although the profile includes health-economics and haemophilia work, it shows substantial apparent name-collision contamination: a 1975 Zambia book, a 2007 network-mobility authentication paper, tomato heat-tolerance research, and nanoparticle imaging papers. The mixed record is unsafe to attribute.",A5006233066,A5006233066=Martin M. Antony(2 eq),319-RA
additional_profile_ids,Cathrine Elgaard Jensen,A5102727513,Cathrine Elgaard Jensen,0000-0001-7300-254X,Aalborg University,,accept,"The exact name and Aalborg University affiliation align with a concentrated Danish health-preference and EQ-5D-5L valuation record, including Danish population preferences, the Danish EQ-5D-5L value set, and stability of Danish preferences over time. This directly matches the listed COVID-preferences project.",A5003573062,A5003573062=Cathrine Elgaard Jensen(3 eq),1606-RA
additional_profile_ids,Ciaran O'Neill,A5016414995,Ciarán O’Neill,0000-0001-7668-3934,Queen's University Belfast,,accept,"Queen's University Belfast affiliation and extensive health-economics/HRQoL record align with the Irish EQ-5D-5L valuation project, including the 2025 HRQoL value-set taxonomy. The two unrelated book chapters are isolated among an otherwise coherent clinical economics portfolio.",A5026057829;A5013966743,A5074975521=Ciaran O’Neill(1 eq); A5026057829=Ciaran O'Neill(3 eq); A5013966743=Linda O’Neill(2 eq); A5077308157=Stephen O’Neill(1 eq); A5027267415=Brian Patrick O’Neill(1 eq),2013280
additional_profile_ids,Corneliu Bolbocean,A5018646670,Corneliu Bolbocean,0000-0001-5782-1844,John Radcliffe Hospital,,accept,"The profile includes a coherent health-outcomes/economics strand relevant to the project: 2025 HRQoL research in very-preterm adults, a 2022 HRQoL meta-analysis, and collaboration with Stavros Petrou. Its pediatric and developmental-health portfolio is compatible with EQ-5D-Y research.",A5060530858,A5060530858=C Bolbocean(2 eq),1869-SG
primary_binary_qa;additional_profile_ids,David Parkin,A5081956728,David Parkin,0000-0002-9990-8208,,,hold,"The EQ-5D and health-economics record with Nancy Devlin matches the project, but the profile also contains a substantial unrelated 1959–67 cosmic-dust/planetary-science record and unrelated communication/culture chapters. It is materially name-collision contaminated.",A5113714864,A5113714864=David E. Parkin(8 eq); A5062986955=David G. Marrero(18 eq),20170440
additional_profile_ids,Deborah Marshall,A5049401142,Deborah A. Marshall,0000-0002-8467-8008,University of Calgary,,accept,"Exact-name University of Calgary profile with a large, coherent health-economics and rheumatology portfolio, including adolescent/pediatric healthcare, rheumatoid arthritis and patient-preference methods. This is consistent with EQ-5D-Y-5L validation in juvenile idiopathic arthritis.",A5007980923,A5007980923=Deborah Marshall(3 eq),1752-RA
additional_profile_ids,Eliza Wong,A5033480820,Eliza Lai‐Yi Wong,0000-0001-9983-6219,Department of Health,,accept,"The specific name variant Eliza Lai-Yi Wong, Hong Kong-centered public-health record, and substantial HRQoL and valuation research are consistent with the supplied Hong Kong EQ-5D-Y value-set project. Its broad chronic-care, patient-experience, and health-preference portfolio remains coherent rather than indicating a collision.",A5053432946,A5053432946=Eliza Mi Ling Wong(6 eq),20180750
primary_binary_qa,Eri Hoshino,A5068533812,Eri Hoshino,0000-0003-2308-2048,National Center For Child Health and Development,,hold,"Although the record includes recent preference-measure and caregiver quality-of-life work, it contains substantial incompatible material spanning inorganic air-sample chemistry, veterinary VDR pharmacology, renal biology, salivary-gland oncology, and cardiothoracic surgery. This supports name-collision contamination, so it is unsafe to assign to the EQ-5D-Y valuation researcher.",,,2085-VS
additional_profile_ids,Hsiang-Wen Lin,A5003956817,Hsiang‐Wen Lin,0000-0002-6771-6746,China Medical University,,accept,"China Medical University profile has a consistent pharmacy, outcomes and health-utility record, including EQ-5D studies and Taiwan nationwide EQ-5D-Y valuation work. EQ-5D coauthors A. Simon Pickard and Nan Luo further support the Taiwan valuation identity.",A5100874069,A5100874069=Hsiang-Wen Lin(4 eq); A5108671876=Hsiang-Wen Lin(1 eq),2016440
primary_binary_qa;additional_profile_ids,Jiyoung Park,A5100409602,Jiyoung Park,0000-0003-1374-9187,,,hold,"This 261-work profile is substantially mixed: it combines fiber-optics, transport, corporate governance, music education, pharmacology, psychology and health work. It shows no EQ-5D-Y or psychometric record tying it safely to the project.",A5004062042;A5083008074,A5004062042=Hyeung-Keun Park(3 eq); A5083008074=Young-Kwon Park(3 eq); A5079480739=Danbee Park(1 eq); A5011904557=Chongwon Park(1 eq); A5101847622=Myungsook Park(1 eq); A5016509472=Hee‐Won Park(1 eq); A5012306986=Hue Jung Park(1 eq); A5067451446=Chun Wook Park(1 eq); A5080320128=Chul Jong Park(1 eq); A5080097273=Hai‐Jin Park(1 eq); A5070659323=Jiyoung Park(1 eq); A5068610788=Chaehyun Park(1 eq),2450-RA
primary_binary_qa,Josephine Walker,A5038317615,Josephine G. Walker,0000-0002-9732-5738,At Bristol,,hold,"Although the name is similar, the record is chiefly a Bristol hepatitis C/HIV transmission and infectious-disease modelling portfolio, not EQ-5D valuation; it also contains incompatible 1925 and 1962–69 biomedical works, indicating substantial profile contamination.",,,1732-VS
primary_binary_qa,Juan Pedro Alonso,A5109481311,María del Mar Alonso Montejo,,,,hold,"The chosen profile is María del Mar Alonso Montejo, not Juan Pedro Alonso. Its record concerns paediatric diabetes, neonatal care, thrombosis, and case reports, with no supplied evidence connecting it to the Argentina EQ-5D response-scale project.",,A5111943550=Juan Carlos Torre‐Alonso(1 eq); A5082257111=Mónica Alonso-Martín(1 eq); A5093199173=Rafael Alonso-Valente(1 eq); A5018990701=Ma José Catalán Alonso(1 eq); A5072403243=Javier Blasco‐Alonso(1 eq); A5093481784=Natalia Alonso‐Pérez(1 eq); A5056614217=José Ramón Alberto‐Alonso(1 eq); A5093481794=Pedro Alonso‐López(1 eq); A5079030463=Rafael Alonso Valente(1 eq); A5102667392=Alonso R. Valente(1 eq),2592-RA
primary_binary_qa,Judith Bosmans,A5016039203,Judith E. Bosmans,0000-0002-1443-1026,Department of Health,,hold,"Although the modern record is a coherent Dutch health-economic portfolio relevant to EQ-5D valuation, it includes clearly incompatible historical works from 1974, 1982, 1988, and 1994 on fungi and other unrelated clinical topics. This is substantial name-collision contamination, so the profile is unsafe to include.",,,71-RA
primary_binary_qa,Katie Page,A5103147397,Karen Page,0000-0001-9183-9175,University of Technology Sydney,,hold,"The supplied person is Katie Page, but the profile display name is Karen Page, an incompatible given name. Its broad record is chiefly cardiac, pregnancy, cancer, and other clinical research; one hearing quality-of-life review is insufficient to establish it as the named researcher or the cognitive/visual-impairment project investigator.",,A5055703081=Katie Page(1 eq),20180301
additional_profile_ids,Kelly de Ligt,A5000687889,Kelly M. de Ligt,0000-0001-9218-617X,Tilburg University,,accept,"Exact-name Tilburg profile has a coherent cancer survivorship and HRQoL record, including 2025 melanoma HRQoL and patient-reported outcome implementation studies, directly consistent with screening emotional distress in advanced melanoma.",A5085064498,A5114124402=Kelly de Ligt(1 eq); A5085064498=K. de Ligt(2 eq),2317-RA
primary_binary_qa,Kristina Ludwig,A5035184665,Kristina Ludwig,0000-0002-4306-4667,Bielefeld University,"(1) Department of Health Economics & Health Care Management, School of Public Health, Bielefeld University, Germany; (2) EuroQol Research Foundation",hold,"Although the Bielefeld EQ-5D valuation record matches, the profile includes incompatible 1965–69 food-emulsifier publications and a 2002 brain-injury paper, indicating name-collision contamination in the combined record.",,A5106693152=Ludwig Kristina(1 eq),1762-RA
primary_binary_qa,Lars Ehlers,A5054828864,Lars Holger Ehlers,0000-0001-6512-5566,Nordic School of Public Health,,hold,"While the Danish EQ-5D-5L valuation publications fit the project, the profile also contains incompatible 1997 dementia, 1999 internet-history, 2000 intranet, and 2025 German bioterrorism works, indicating substantial merged-identity contamination.",,,20170401
primary_binary_qa,Lina Maria Serna Higuita,A5022647682,Lina María Serna-­Higuita,0000-0001-5182-8295,Institute for Medical Informatics and Biostatistics,,hold,"Although the exact name and medical-informatics affiliation are present, the record is overwhelmingly renal/transplant/dialysis research with nephrology coauthors. It provides no clear EQ-5D, cancer distress, or PROMs connection to the supplied project.",,,2338-RA
additional_profile_ids,Malin Regardt,A5010406225,Malin Regardt,0000-0002-1908-5708,Karolinska University Hospital,,accept,"The Karolinska rheumatology record is coherent, centered on inflammatory myopathies, patient-reported outcomes, and quality of life. It includes the Swedish-register study evaluating EQ-5D-3L and EQ VAS for ankylosing spondylitis, directly matching her project.",A5085481794,A5085481794=M Regardt(3 eq); A5137968190=Malin Regardt(1 eq); A5143489809=Malin Regardt(1 eq),352-RA
additional_profile_ids,Mark Sculpher,A5060049178,Mark Sculpher,0000-0003-3746-9913,University of York,,accept,"Exact name, University of York affiliation, and a large coherent health-economics record (cost-effectiveness, QALYs, valuation and HTA) are consistent with the EQ-5D-5L valuation project.",A5129518673,A5129518673=Mark Sculpher(2 eq),20180710
additional_profile_ids,Maureen Rutten-van Molken,A5010272673,Maureen Rutten‐van Mölken,0000-0001-8706-3159,Erasmus University Rotterdam,,accept,"Exact name and Erasmus University Rotterdam affiliation; extensive health-economics, quality-of-life, and utility-measurement record aligns with the EQ-5D-5L+R valuation project.",A5121515935,A5121515935=Maureen Rutten-van Mölken(2 eq),2015020
primary_binary_qa;additional_profile_ids,Min-Joo Woo,A5028665396,Woo‐Jung Song,0000-0002-4630-9922,,,hold,"The chosen profile is named Woo-Jung Song, not Min-Joo Woo, and its extensive record is focused on asthma, chronic cough, and respiratory medicine rather than EQ-5D valuation. The name and research record are incompatible.",A5101624294;A5024260821;A5083043316;A5053689286;A5100452176,A5101624294=Jae‐Woo Jung(3 eq); A5024260821=Jae‐Woo Kwon(3 eq); A5083043316=Woo‐Kie Min(2 eq); A5053689286=Woo Kyung Kim(2 eq); A5100452176=Sang Woo Kim(2 eq); A5087392818=Min Woo Woo(1 eq); A5052219459=Cheol Woo Ko(1 eq); A5049488372=Jin-Woo Han(1 eq); A5090604870=Jong‐Min Woo(1 eq); A5043314694=Ro Woo Lee(1 eq); A5089346856=Yu Ri Woo(1 eq); A5033724239=Heung‐Woo Park(1 eq); A5005485828=Kun Woo Park(1 eq); A5100742649=Jae Woo Kim(1 eq); A5102811811=Cheol-Woo Kim(1 eq); A5077513339=Young-Min Ye(1 eq); A5101923707=Joohee Kim(1 eq),2013020
primary_binary_qa;additional_profile_ids,Pedro Ferreira,A5048178253,Pedro Lopes Ferreira,0000-0002-9448-9542,University of Lisbon,,hold,"Although Pedro Lopes Ferreira has a plausible Portuguese health/QoL core, this 347-work profile has substantial incompatible name-collision material: 2025 vehicle re-identification, Mozambique conflict, cardiac-device infection corrigendum, and a FeCo alloy paper. These unrelated fields prevent safe inclusion.",A5100602883,A5100602883=João Pedro Ferreira(13 eq),2015110
additional_profile_ids,Prudence Cheung,A5011025629,Prudence Wing Hang Cheung,0000-0002-3213-7373,University of Hong Kong,,accept,"Exact name and University of Hong Kong affiliation fit a coherent paediatric orthopaedics/scoliosis record. It includes EQ-5D-5L validation in Chinese adolescents, EQ-5D-Y questionnaire comparison, and 2025 EQ-5D-Y health-state preference research, directly matching the Youth project.",A5129501642,A5129501642=Prudence Cheung(4 eq),1808-RA
additional_profile_ids,Stephen Coons,A5052220528,Stephen Joel Coons,0000-0001-7977-5156,Critical Path Institute,,accept,"Exact Stephen Joel Coons at Critical Path Institute. Extensive patient-reported-outcome and EQ-5D measurement record, including US EQ-5D valuation, EQ-5D/SF-12 comparison, and the ISPOR report on electronic-versus-paper PRO measurement equivalence.",A5109900536,A5109900536=Stephen Joel Coons(2 eq),2014180
primary_binary_qa;additional_profile_ids,Sun Sun,A5081188742,Sun Sun,0000-0001-5948-3025,,Parexel/Umeå University,hold,"Although it contains relevant EQ-5D work with Burstrom and Lindholm, this generic-name profile has substantial incompatible contamination: smart grids, microgrids, wireless communications, superconductivity, database design, and video generation alongside the health record.",A5101892958,A5101892958=Sun Wook Kim(2 eq); A5100953230=Kui Sun(1 eq); A5068381333=In‐Sun Kwon(1 eq); A5007163195=Sun‐Seog Kweon(1 eq); A5067331756=Hongpeng Sun(1 eq); A5044140980=Xiaojie Sun(1 eq); A5027471073=Peng-ran Sun(1 eq); A5020991724=Shawn X. Sun(1 eq); A5102019997=Shumei S. Sun(1 eq); A5080077644=Yiyuan Sun(1 eq); A5102936644=Xibin Sun(1 eq); A5100702983=He Sun(1 eq); A5101603075=Yanping Sun(1 eq); A5079581260=Li‐Min Sun(1 eq); A5016760346=Ling Sun(1 eq),1561-RA
additional_profile_ids,Ulrike Ravens-Sieberer,A5049804622,Ulrike Ravens‐Sieberer,0000-0002-2031-095X,Universität Hamburg,University Medical Center Hamburg-Eppendorf,accept,"The name, Hamburg affiliation, and extensive child/adolescent health-related quality-of-life record are coherent. It includes the foundational Development of the EQ-5D-Y paper and sustained KIDSCREEN/KINDL psychometric research, directly matching the supplied pediatric EQ-5D-Y project.",A5059696988,A5036898038=U. Ravens-Sieberer(1 eq); A5059696988=Ulrike Ravens Sieberer(2 eq),2016270
primary_binary_qa,Yap Xin Yi,A5058382403,Yajun Yi,0000-0002-7135-6325,Beijing Children’s Hospital,,hold,"Profile name Yajun Yi is incompatible with Yap Xin Yi. Its dominant record is molecular oncology/prostate and head-and-neck cancer, with older unrelated biomedical works; the single EQ-TIPS conference abstract is insufficient amid substantial name-collision contamination.",,,2290-EO
primary_binary_qa,Ataru Igarashi,A5071771037,Ataru Igarashi,0000-0001-6307-6916,University of Tokyo Health Sciences,The University of Tokyo,hold,"Although the name, University of Tokyo affiliation, and Japanese EQ-5D value-set work fit, the profile includes clearly discordant 1969 respiratory anthropology, 1981 dental folklore, and 1984-85 gynecology infection records. This substantial cross-era, cross-field contamination makes safe attribution uncertain.",,A5073828554=A Igarashi(1 eq),
primary_binary_qa;additional_profile_ids,Fan Yang,A5056976700,Fan Yang,0000-0003-4689-265X,,Analysis Group,hold,"Although part of the record fits EQ-5D and renal quality-of-life research, it contains substantial incompatible contamination: 2025 works span memristor logic, lung-imaging AI, spine injury, esophageal case report, Kawasaki disease, and pelvic ultrasound. This is not a safely coherent single profile.",A5074244556;A5006311711;A5028809099,A5074244556=Wanting Yang(3 eq); A5006311711=Xiaofei Fan(3 eq); A5028809099=Zhihao Yang(2 eq); A5101540097=Xiao Yang(1 eq); A5072203049=Dazhi Fan(1 eq); A5101640116=Xue Yang(1 eq); A5050065410=Bin Yang(1 eq); A5040528059=Fengyan Fan(1 eq); A5085516779=Lei Yang(1 eq); A5059784345=Yang Cao(1 eq); A5037500856=Li Yang(1 eq); A5100532253=Wenyi Fan(1 eq); A5101040799=Yang-Chih Lin(1 eq); A5112634380=Kuo-Chia Yang(1 eq); A5100397590=Yang Yang(1 eq); A5078136185=Shengnuo Fan(1 eq); A5050534760=Zhao‐hui Yang(1 eq); A5063850097=Yang-Fan Chen(1 eq); A5100719711=Fan Yang(1 eq); A5100591300=Jingzhi Fan(1 eq); A5065665543=Zihao Fan(1 eq); A5040315632=Xiaoang Yang(1 eq); A5111264511=Qiulan Yang(1 eq); A5100712124=Yuying Fan(1 eq); A5023793312=Rong Fan(1 eq); A5059187721=Litao Yang(1 eq),
additional_profile_ids,Harri Sintonen,A5032927955,Harri Sintonen,0000-0003-1252-0946,University of Helsinki,University of Helsinki/Department of Public Health,accept,"University of Helsinki affiliation exactly matches. The large, coherent health-economics and HRQoL record includes foundational 15D work, EQ-5D valuation, QALY effectiveness, and Finnish EQ-5D population research, all consistent with the named EuroQol researcher.",A5109039017,A5109039017=Sintonen Harri(3 eq); A5091222738=H Sintonen(1 eq); A5070129016=Harri Sintonen P x E ivi Vaara(1 eq),
primary_binary_qa;additional_profile_ids,James Shaw,A5055862397,James W. Shaw,0000-0002-7019-3720,Bristol-Myers Squibb (United States),Takeda Pharmaceuticals,hold,"The EQ-5D valuation and health-economics record fits James W. Shaw, but the profile also contains clearly incompatible 1926–77 endocrine/pancreatic works and a sizeable criminal-justice thread. These indicate substantial name-collision contamination, preventing safe inclusion as one coherent profile.",A5091413872,A5091413872=James Shaw(5 eq),
primary_binary_qa,Leida Lamers,A5091647381,Leida M. Lamers,,Institut für Forschung und Transfer,"Ministry of Health, Welfare and Sports",hold,"The EQ-5D, Dutch tariff, health-economics works and relevant coauthors fit, but the record has substantial unrelated contamination: PEM electrolyzer engineering (2024), cardiac pump physiology (1983), and equine lameness studies.",,,
additional_profile_ids,Márta Péntek,A5064557440,Márta Péntek,0000-0001-9636-6012,Obuda University,Obuda University,accept,"Exact name and Obuda University affiliation; extensive coherent health-economics and quality-of-life record includes EQ-5D in Central/Eastern Europe, Hungarian EQ-5D valuation, and EQ-5D utility mapping.",A5031376763;A5124456882,A5031376763=Márta Péntek(3 eq); A5056245079=M Péntek(1 eq); A5124456882=Márta Péntek(2 eq); A5138970384=Márta Péntek(1 eq),
primary_binary_qa,Rachel Tan,A5047279366,Rachel Lee-Yin Tan,0000-0002-4610-1195,,IQVIA,hold,"The profile has a strong EQ-5D/HRQoL cluster with Nan Luo and Michael Herdman, but also includes clearly unrelated consumer-marketing and immunology records, indicating substantial same-name profile contamination.",,,
primary_binary_qa;additional_profile_ids,Richard Brooks,A5112107099,Richard Brooks,,Guiyang Medical University,Retirement Association,hold,"Although it includes seminal EuroQol/EQ-5D publications, the profile is substantially mixed with unrelated legal, political-history, philosophy, planning, and regional-economics records, so it is unsafe as one identity.",A5016131855,A5016131855=Richard R. Brooks(2 eq),
primary_binary_qa,Ruixuan Jiang,A5049026946,Ruixuan Jiang,0000-0003-1737-2989,"Merck & Co., Inc., Rahway, NJ, USA (United States)","Merck & Co., Inc.,",hold,"Merck affiliation and several EQ-5D/health-economics works fit, but the record has substantial incompatible contamination: 2026 subglacial-radar datasets plus 2000–2006 leukemia, selenium/adenoma, and genetic-polyp publications. These form a distinct, implausible research identity.",,,
