entity_type	source_label	source_record_ids	decision	proposed_registry_id	canonical_label	parent_registry_id	variant_kind	language_code	jurisdiction	version	source_identifier	scope	aliases	note
Method	minimal detectable change (MDC) calculation	CNF-P004	ADD_GLOBAL	method:minimal-detectable-change	Minimal detectable change calculation							GLOBAL	minimal detectable change (MDC) calculation	New stable identity supported by the source.
Method	mixed-mode (online and postal questionnaires) method	CNF-P007	ADD_GLOBAL	method:mixed-online-postal-survey	Mixed online and postal survey		INTEGRATED_WORKFLOW					GLOBAL	mixed-mode (online and postal questionnaires) method	New stable identity supported by the source.
Method	multiple linear regression analyses	CNF-P012	TYPE_REPAIR	model:multiple-linear-regression	Multiple linear regression							GLOBAL	multiple linear regression analyses	Repair from MethodUse to ModelUse.
Method	one sample z-test for a population proportion	CNF-P008	ADD_GLOBAL	method:one-sample-proportion-z-test	One-sample proportion z-test	method:z-test	METHOD_VARIANT					GLOBAL	one sample z-test for a population proportion	New stable identity supported by the source.
Method	one-way ANOVAs	CNF-P014	ALIAS_EXISTING	method:analysis-of-variance	Analysis of variance							GLOBAL	one-way ANOVAs	Exact semantic alias of the reviewed identity.
Method	online evaluation survey	CNF-P006	ADD_GLOBAL	method:online-survey	Online survey							GLOBAL	online evaluation survey	New stable identity supported by the source.
Method	open-ended questions in the online evaluation survey	CNF-P006	ADD_GLOBAL	method:open-ended-survey-questions	Open-ended survey questions							GLOBAL	open-ended questions in the online evaluation survey	New stable identity supported by the source.
Method	paired comparison (PC)	CNF-P015	ADD_GLOBAL	method:paired-comparison	Paired comparison							GLOBAL	paired comparison (PC)	New stable identity supported by the source.
Method	previously published minimally important differences (MID): 0.04 for the EQ‐5D‐5L index and 7.0 for the VAS	CNF-P013	ALIAS_EXISTING	method:minimally-important-difference-mid	minimally important difference (MID)							GLOBAL	previously published minimally important differences (MID): 0.04 for the EQ‐5D‐5L index and 7.0 for the VAS	Exact semantic alias of the reviewed identity.
Method	quota sampling method	CNF-P001	ADD_GLOBAL	method:quota-sampling	Quota sampling							GLOBAL	quota sampling method	New stable identity supported by the source.
Method	quota-based sampling approach	CNF-P017	ALIAS_EXISTING	method:quota-sampling	Quota sampling							GLOBAL	quota-based sampling approach	Exact semantic alias of the proposed identity.
Method	rates of missing data	CNF-P014	ALIAS_EXISTING	method:missingness-analysis	Missingness analysis		METHOD_VARIANT					GLOBAL	rates of missing data	Exact semantic alias of the reviewed identity.
Method	receiver operating characteristic (ROC) curve	CNF-P004	ADD_GLOBAL	method:roc-curve-analysis	Receiver operating characteristic curve analysis							GLOBAL	receiver operating characteristic (ROC) curve	New stable identity supported by the source.
Method	receiver operating characteristic curves and area under the curve assessments	CNF-P010	ALIAS_EXISTING	method:roc-curve-analysis	Receiver operating characteristic curve analysis							GLOBAL	receiver operating characteristic curves and area under the curve assessments	Exact semantic alias of the proposed identity.
Method	recruited consecutively	CNF-P004	ADD_GLOBAL	method:consecutive-sampling	Consecutive sampling							GLOBAL	recruited consecutively	New stable identity supported by the source.
Method	recruitment after the surgical screening appointment at a high-volume urban hip and knee clinic	CNF-P006	ADD_SOURCE_SCOPED	method:cnf-p006-post-screening-clinic-recruitment	Post-screening clinic recruitment		STUDY_ADAPTATION				10.1016/j.pecinn.2025.100421	CNF-P006	recruitment after the surgical screening appointment at a high-volume urban hip and knee clinic	Source-defined identity; do not merge globally without cross-source evidence.
Method	reporting health-utility alongside mortality on Kaplan-Meier curves	CNF-P018	ADD_GLOBAL	method:health-utility-mortality-kaplan-meier	Health-utility and mortality Kaplan-Meier reporting						10.5492/wjccm.v11.i4.236	GLOBAL	reporting health-utility alongside mortality on Kaplan-Meier curves	The source article defines this reporting approach.
Method	retrospective think-aloud techniques	CNF-P011	ADD_GLOBAL	method:retrospective-think-aloud	Retrospective think-aloud	method:think-aloud	METHOD_VARIANT					GLOBAL	retrospective think-aloud techniques	New stable identity supported by the source.
Method	semi-structured health interviews	CNF-P003	ADD_GLOBAL	method:semi-structured-interview	Semi-structured interview	method:interview	METHOD_VARIANT					GLOBAL	semi-structured health interviews	New stable identity supported by the source.
Method	semistructured, face-to-face, one-on-one interviews	CNF-P010	ALIAS_EXISTING	method:semi-structured-interview	Semi-structured interview	method:interview	METHOD_VARIANT					GLOBAL	semistructured, face-to-face, one-on-one interviews	Exact semantic alias of the proposed identity.
Method	severity-stratified designs	CNF-P005	ADD_GLOBAL	method:severity-stratified-dce-design	Severity-stratified DCE design	method:dce	METHOD_VARIANT					GLOBAL	severity-stratified designs	New stable identity supported by the source.
Method	standard DCE	CNF-P005	ALIAS_EXISTING	method:dce	DCE							GLOBAL	standard DCE	Exact semantic alias of the reviewed identity.
Method	standardised effect sizes (SES)	CNF-P014	ALIAS_EXISTING	method:standardized-effect-size	Standardized effect size							GLOBAL	standardised effect sizes (SES)	Exact semantic alias of the reviewed identity.
Method	standardised response means (SRM)	CNF-P014	ALIAS_EXISTING	method:standardized-response-mean	Standardized response mean							GLOBAL	standardised response means (SRM)	Exact semantic alias of the reviewed identity.
Method	stepwise removal of non-significant variables	CNF-P007	ALIAS_EXISTING	method:backward-selection	Backward selection							GLOBAL	stepwise removal of non-significant variables	Exact semantic alias of the proposed identity.
Method	structured survey administered during baseline and follow-up assessments	CNF-P010	ADD_GLOBAL	method:longitudinal-structured-survey	Longitudinal structured survey							GLOBAL	structured survey administered during baseline and follow-up assessments	New stable identity supported by the source.
Method	thematic analysis following Braun and Clarke’s six-phase framework	CNF-P010	ADD_GLOBAL	method:thematic-analysis	Thematic analysis							GLOBAL	thematic analysis following Braun and Clarke’s six-phase framework	New stable identity supported by the source.
Method	tobit modelling	CNF-P001	TYPE_REPAIR	model:tobit	Tobit model							GLOBAL	tobit modelling	Repair from MethodUse to ModelUse.
Method	unstratified efficient designs	CNF-P005	ADD_GLOBAL	method:unstratified-efficient-dce-design	Unstratified efficient DCE design	method:dce	METHOD_VARIANT					GLOBAL	unstratified efficient designs	New stable identity supported by the source.
Method	web-based survey	CNF-P012	ALIAS_EXISTING	method:online-survey	Online survey							GLOBAL	web-based survey	Exact semantic alias of the proposed identity.
Method	z-test	CNF-P007	ADD_GLOBAL	method:z-test	z-test							GLOBAL	z-test	New stable identity supported by the source.
Method	χ2 goodness-of-fit test	CNF-P008	ALIAS_EXISTING	method:chi-square-test	Chi-square test							GLOBAL	χ2 goodness-of-fit test	Exact semantic alias of the reviewed identity.
Model	ADD20	CNF-P001	ADD_GLOBAL	model:add20	ADD20						10.1007/s40273-025-01519-7	GLOBAL	ADD20	New stable identity supported by the source.
Model	ADD20-I model accounting for heteroskedasticity	CNF-P001	ADD_GLOBAL	model:add20-i	ADD20-I	model:add20	MODEL_VARIANT				10.1007/s40273-025-01519-7	GLOBAL	ADD20-I model accounting for heteroskedasticity	New stable identity supported by the source.
Model	ADD20-P	CNF-P001	ADD_GLOBAL	model:add20-p	ADD20-P	model:add20	MODEL_VARIANT				10.1007/s40273-025-01519-7	GLOBAL	ADD20-P	New stable identity supported by the source.
Model	CALE	CNF-P001	ADD_GLOBAL	model:cale	CALE						10.1007/s40273-025-01519-7	GLOBAL	CALE	New stable identity supported by the source.
Model	CALE-I	CNF-P001	ADD_GLOBAL	model:cale-i	CALE-I	model:cale	MODEL_VARIANT				10.1007/s40273-025-01519-7	GLOBAL	CALE-I	New stable identity supported by the source.
Model	CALE-P	CNF-P001	ADD_GLOBAL	model:cale-p	CALE-P	model:cale	MODEL_VARIANT				10.1007/s40273-025-01519-7	GLOBAL	CALE-P	New stable identity supported by the source.
Model	Multiple linear regression model for EQ VAS	CNF-P012	ALIAS_EXISTING	model:multiple-linear-regression	Multiple linear regression							GLOBAL	Multiple linear regression model for EQ VAS	Exact semantic alias of the reviewed identity.
Model	Multiple linear regression model for EQ-5D-5L LSS	CNF-P012	ALIAS_EXISTING	model:multiple-linear-regression	Multiple linear regression							GLOBAL	Multiple linear regression model for EQ-5D-5L LSS	Exact semantic alias of the reviewed identity.
Model	OLS regression	CNF-P007	ALIAS_EXISTING	model:ordinary-least-squares-regression	Ordinary least squares regression							GLOBAL	OLS regression	Exact semantic alias of the reviewed identity.
Model	Separate ordinal logistic regression models for each of the four EQ-HWB physical pain and discomfort items	CNF-P016	ALIAS_EXISTING	model:ordinal-logit	Ordinal logistic model							GLOBAL	Separate ordinal logistic regression models for each of the four EQ-HWB physical pain and discomfort items	Exact semantic alias of the reviewed identity.
Model	Tobit regression	CNF-P007	ALIAS_EXISTING	model:tobit	Tobit model							GLOBAL	Tobit regression	Exact semantic alias of the reviewed identity.
Model	analysis of covariance (ANCOVA)	CNF-P019	ADD_GLOBAL	model:ancova	Analysis of covariance							GLOBAL	analysis of covariance (ANCOVA)	New stable identity supported by the source.
Model	double monotonicity model (DMM)	CNF-P020	ADD_GLOBAL	model:double-monotonicity	Double monotonicity model							GLOBAL	double monotonicity model (DMM)	New stable identity supported by the source.
Model	graded response model (GRM)	CNF-P016	ADD_GLOBAL	model:graded-response	Graded response model							GLOBAL	graded response model (GRM)	New stable identity supported by the source.
Model	heteroskedastic conditional logit (HCL) model	CNF-P015	ADD_GLOBAL	model:heteroskedastic-conditional-logit	Heteroskedastic conditional logit model	model:conditional-logit	MODEL_VARIANT					GLOBAL	heteroskedastic conditional logit (HCL) model	New stable identity supported by the source.
Model	heteroskedastic scale-adjusted latent class (SALC) model	CNF-P015	ADD_GLOBAL	model:heteroskedastic-salc	Heteroskedastic scale-adjusted latent class model							GLOBAL	heteroskedastic scale-adjusted latent class (SALC) model	New stable identity supported by the source.
Model	interaction model (controlling heteroskedasticity)	CNF-P015	ADD_SOURCE_SCOPED	model:cnf-p015-heteroskedastic-interaction	CNF-P015 heteroskedastic interaction model		MODEL_VARIANT				10.1186/s12955-022-01989-9	CNF-P015	interaction model (controlling heteroskedasticity)	Source-defined identity; do not merge globally without cross-source evidence.
Model	logistic regression models	CNF-P010	ADD_GLOBAL	model:logistic-regression	Logistic regression							GLOBAL	logistic regression models	New stable identity supported by the source.
Model	mixed logit model	CNF-P005	ADD_GLOBAL	model:mixed-logit	Mixed logit model							GLOBAL	mixed logit model	New stable identity supported by the source.
Model	monotone homogeneity model (MHM)	CNF-P020	ADD_GLOBAL	model:monotone-homogeneity	Monotone homogeneity model							GLOBAL	monotone homogeneity model (MHM)	New stable identity supported by the source.
Model	multi-level meta-regression using the restricted maximum likelihood method	CNF-P009	ADD_GLOBAL	model:multilevel-meta-regression-reml	Multilevel meta-regression with REML		MODEL_VARIANT					GLOBAL	multi-level meta-regression using the restricted maximum likelihood method	New stable identity supported by the source.
Model	regression techniques	CNF-P010	AMBIGUOUS											The source label does not identify a model family or specification.
Model	two-level random intercept model	CNF-P019	ADD_GLOBAL	model:two-level-random-intercept	Two-level random-intercept model							GLOBAL	two-level random intercept model	New stable identity supported by the source.
Product	Canadian scoring algorithm for the EQ-5D index	CNF-P018	ALIAS_EXISTING	product:eq-5d-5l-ca	Canadian EQ-5D-5L value set		PRODUCT_VERSION		CA	5L	10.1097/MLR.0000000000000447	GLOBAL	Canadian scoring algorithm for the EQ-5D index	Exact semantic alias of the reviewed identity.
Product	Dutch EQ-5D-5L value set on a pits scale	CNF-P015	ADD_GLOBAL	product:eq-5d-5l-nl-pits-2022	Netherlands EQ-5D-5L value set on a pits scale	instrument:eq-5d-5l	PRODUCT_VERSION		NL	2022	10.1186/s12955-022-01989-9	GLOBAL	Dutch EQ-5D-5L value set on a pits scale	New stable identity supported by the source.
Product	Dutch tariff	CNF-P005	ALIAS_EXISTING	product:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)		PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	Dutch tariff	Exact semantic alias of the reviewed identity.
Product	EQ-5D-5L Level Sum Score (LSS)	CNF-P012	ALIAS_EXISTING	product:level-sum-score	Level sum score		PRODUCT_VERSION					GLOBAL	EQ-5D-5L Level Sum Score (LSS)	Exact semantic alias of the reviewed identity.
Product	Ethiopian value sets	CNF-P004	ADD_GLOBAL	product:eq-5d-5l-et-2020	Ethiopian EQ-5D-5L value set	instrument:eq-5d-5l	PRODUCT_VERSION		ET	2020	10.1016/j.vhri.2019.08.475	GLOBAL	Ethiopian value sets	New stable identity supported by the source.
Product	European value set	CNF-P007	ADD_GLOBAL	product:eq-5d-3l-european-vas	European EQ-5D-3L VAS value set	instrument:eq-5d-3l	PRODUCT_VERSION		EU	2003	10.1007/s10198-003-0182-5	GLOBAL	European value set	New stable identity supported by the source.
Product	Singapore EQ-5D-5L value set estimated using the ADD20-I model	CNF-P001	ADD_GLOBAL	product:eq-5d-5l-sg-2025	Singapore EQ-5D-5L value set (2025)	instrument:eq-5d-5l	PRODUCT_VERSION		SG	2025	10.1007/s40273-025-01519-7	GLOBAL	Singapore EQ-5D-5L value set estimated using the ADD20-I model	New stable identity supported by the source.
Product	Swedish experience-based EQ-5D-3L TTO value set	CNF-P019	ADD_GLOBAL	product:eq-5d-3l-se-experience-tto	Swedish experience-based EQ-5D-3L TTO value set	instrument:eq-5d-3l	PRODUCT_VERSION		SE	2014	10.1007/s11136-013-0496-4	GLOBAL	Swedish experience-based EQ-5D-3L TTO value set	New stable identity supported by the source.
Product	Swedish experience-based EQ-5D-3L VAS value set	CNF-P019	ADD_GLOBAL	product:eq-5d-3l-se-experience-vas	Swedish experience-based EQ-5D-3L VAS value set	instrument:eq-5d-3l	PRODUCT_VERSION		SE	2014	10.1007/s11136-013-0496-4	GLOBAL	Swedish experience-based EQ-5D-3L VAS value set	New stable identity supported by the source.
Product	UK value set	CNF-P014	ALIAS_EXISTING	product:eq-5d-3l-gb	United Kingdom EQ-5D-3L value set		PRODUCT_VERSION		GB	3L	10.1097/00005650-199711000-00002	GLOBAL	UK value set	Exact semantic alias of the reviewed identity.
Product	original Dutch EQ-5D-5L values	CNF-P015	ALIAS_EXISTING	product:eq-5d-5l-nl-2016	Netherlands EQ-5D-5L value set (2016)		PRODUCT_VERSION		NL	2016	10.1016/j.jval.2016.01.003	GLOBAL	original Dutch EQ-5D-5L values	Exact semantic alias of the reviewed identity.
Product	published algorithm based on the preferences of a representative sample of the general UK population	CNF-P014	ADD_GLOBAL	product:msis-8d-gb	United Kingdom MSIS-8D scoring algorithm	instrument:msis-8d	PRODUCT_VERSION		GB	2015	10.1016/j.jval.2015.10.004	GLOBAL	published algorithm based on the preferences of a representative sample of the general UK population	New stable identity supported by the source.
Product	recommended value set for Germany by Ludwig et al.	CNF-P017	ALIAS_EXISTING	product:eq-5d-5l-de	German EQ-5D-5L value set		PRODUCT_VERSION		DE	5L	10.1007/s40273-018-0615-8	GLOBAL	recommended value set for Germany by Ludwig et al.	Exact semantic alias of the reviewed identity.
Protocol	Consolidated Criteria for Reporting Qualitative Research (COREQ) checklist	CNF-P003;CNF-P010	ALIAS_EXISTING	protocol:coreq	COREQ							GLOBAL	Consolidated Criteria for Reporting Qualitative Research (COREQ) checklist	Exact semantic alias of the reviewed identity.
Protocol	EQ-VT-2.1 protocol	CNF-P008	ALIAS_EXISTING	protocol:eq-vt-2-1	EQ-VT 2.1	protocol:eq-vt	PROTOCOL_VERSION			2.1		GLOBAL	EQ-VT-2.1 protocol	Exact semantic alias of the reviewed identity.
Protocol	Mixed Methods Appraisal Tool (MMAT)	CNF-P009	ADD_GLOBAL	protocol:mmat	Mixed Methods Appraisal Tool							GLOBAL	Mixed Methods Appraisal Tool (MMAT)	New stable identity supported by the source.
Protocol	PROSPERO ID: CRD42023429906	CNF-P009	ADD_GLOBAL	protocol:prospero-crd42023429906	PROSPERO record CRD42023429906						CRD42023429906	GLOBAL	PROSPERO ID: CRD42023429906	New stable identity supported by the source.
Protocol	QC process for the EQ-5D-5L valuation studies	CNF-P008	ADD_GLOBAL	protocol:eq-5d-5l-valuation-qc-2017	EQ-5D-5L valuation quality-control process		PROTOCOL_VERSION			2017	10.1016/j.jval.2016.10.012	GLOBAL	QC process for the EQ-5D-5L valuation studies	New stable identity supported by the source.
Protocol	RETRIEVE checklist	CNF-P009	ADD_GLOBAL	protocol:retrieve-checklist	RETRIEVE checklist						10.1007/s40273-023-01333-z	GLOBAL	RETRIEVE checklist	New stable identity supported by the source.
Protocol	REporting of studies Conducted using Observational Routinely collected health Data (RECORD) checklist	CNF-P019	ADD_GLOBAL	protocol:record-checklist	RECORD checklist						10.1371/journal.pmed.1001885	GLOBAL	REporting of studies Conducted using Observational Routinely collected health Data (RECORD) checklist	New stable identity supported by the source.
Protocol	checklist developed for this review	CNF-P009	ADD_SOURCE_SCOPED	protocol:cnf-p009-review-quality-checklist	CNF-P009 review quality checklist		STUDY_ADAPTATION				10.1007/s40273-025-01493-0	CNF-P009	checklist developed for this review	Source-defined identity; do not merge globally without cross-source evidence.
Protocol	protocol and topic guide outlined in Appendix 2	CNF-P003	ADD_SOURCE_SCOPED	protocol:cnf-p003-interview-topic-guide	CNF-P003 interview protocol and topic guide		STUDY_ADAPTATION				10.1007/s11136-025-03917-y	CNF-P003	protocol and topic guide outlined in Appendix 2	Source-defined identity; do not merge globally without cross-source evidence.
Protocol	revised COSMIN reporting guideline for studies on measurement properties of patient-reported outcome measures	CNF-P014	ADD_GLOBAL	protocol:cosmin-reporting-guideline-revised	Revised COSMIN reporting guideline	protocol:cosmin-guidelines	PROTOCOL_VERSION			2.0	10.1007/s11136-025-03950-x	GLOBAL	revised COSMIN reporting guideline for studies on measurement properties of patient-reported outcome measures	New stable identity supported by the source.
Protocol	standard quality control process developed by the EuroQol Group	CNF-P001	ALIAS_EXISTING	protocol:eq-5d-5l-valuation-qc-2017	EQ-5D-5L valuation quality-control process		PROTOCOL_VERSION			2017	10.1016/j.jval.2016.10.012	GLOBAL	standard quality control process developed by the EuroQol Group	Same published EuroQol valuation quality-control process.
Protocol	‘lite’ version of the EuroQol’s EQ-5D-5L valuation protocol	CNF-P001	ADD_GLOBAL	protocol:eq-5d-5l-valuation-lite	EQ-5D-5L lite valuation protocol	protocol:eq-vt	PROTOCOL_VERSION			lite	10.1007/s40273-021-01101-x	GLOBAL	‘lite’ version of the EuroQol’s EQ-5D-5L valuation protocol	New stable identity supported by the source.
