finding_id,study_id,publication_id,doi,publication_year,primary_research_family,outcome,outcome_family,statement,about_ids,n_values
P4e020ea0ad0c:F6,P4e020ea0ad0c:S1,doi:10.1007/s11136-012-0342-0,10.1007/s11136-012-0342-0,2012,MEASUREMENT_PROPERTY_EVALUATION,Proportion of respondents violating the hypothesised ordinality of EQ-5D-5L labels,MEASUREMENT_PROPERTY,Ordinality violations were more prevalent among respondents with lower educational level.,P4e020ea0ad0c:O2,3
P4e11a5d702ea:f1,P4e11a5d702ea:s1,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,2023,INSTRUMENT_VERSION_DEVELOPMENT,,,"Translation produced few linguistic problems. Cognitive debriefing identified overly formal Afrikaans terms for proxy, grimacing, and adequate oral intake; caregiver-proposed vernacular alternatives were implemented before psychometric testing. The resulting descriptive system was generally understood and accepted.",,0
P4e11a5d702ea:f2,P4e11a5d702ea:s1,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,2023,INSTRUMENT_VERSION_DEVELOPMENT,,,"All 162 caregivers completed every EQ-TIPS dimension and the EQ VAS. Seventy-five children had the best descriptive profile 111111, and no child had the worst profile 333333. In contrast, 75 caregivers had some missing ASQ responses and 5 could not be scored.",,4
P4e11a5d702ea:f3,P4e11a5d702ea:s1,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,2023,INSTRUMENT_VERSION_DEVELOPMENT,,,Known-groups testing showed more reported pain among inpatients than outpatients. Other individual dimensions and the overall 111111 ceiling did not differ significantly by care group.,,1
P4e11a5d702ea:f4,P4e11a5d702ea:s1,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,2023,INSTRUMENT_VERSION_DEVELOPMENT,,,"Outpatients had better caregiver-rated general health and fewer reported EQ-TIPS problems than inpatients, shown by higher EQ VAS and lower level sum scores.",,2
P4e11a5d702ea:f5,P4e11a5d702ea:s1,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,2023,INSTRUMENT_VERSION_DEVELOPMENT,,,Children aged 0 to 12 months had fewer reported movement problems and a higher 111111 ceiling than older children. EQ VAS and level sum scores did not differ significantly among the three age groups.,,3
P4e11a5d702ea:f6,P4e11a5d702ea:s1,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,2023,INSTRUMENT_VERSION_DEVELOPMENT,,,"Concurrent validity was moderate for EQ-TIPS pain against FLACC. Hypothesized associations for other dimensions were weak but significant, except the play and ASQ fine-motor association.",,1
P4e11a5d702ea:f7,P4e11a5d702ea:s1,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,2023,INSTRUMENT_VERSION_DEVELOPMENT,,,"After six regression outliers were excluded, EQ-TIPS dimension levels explained 38% of EQ VAS variance. Severe pain and eating problems and some play problems had significant negative coefficients; the largest negative coefficient was for severe pain.",,3
P4e11a5d702ea:f8,P4e11a5d702ea:s1,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,2023,INSTRUMENT_VERSION_DEVELOPMENT,,,"The EQ-TIPS had no preference-based score. The study therefore summarized the six three-level dimensions with a level sum score from 6, best descriptive profile, to 18, most severe profile.",,0
P4e274b5a87b1:FND1,P4e274b5a87b1:S1,doi:10.1007/s40120-024-00694-7,10.1007/s40120-024-00694-7,2024,MEASUREMENT_PROPERTY_EVALUATION,EQ-5D-3L item acceptability assessed by non-response,FEASIBILITY,Mobility-item non-response was concentrated in wheelchair users; no mobility responses were missing in the no-MAT and walking-aid groups.,P4e274b5a87b1:O1,4
P4e274b5a87b1:FND2,P4e274b5a87b1:S1,doi:10.1007/s40120-024-00694-7,10.1007/s40120-024-00694-7,2024,MEASUREMENT_PROPERTY_EVALUATION,Response distribution and discriminatory informativity of EQ-5D-3L dimensions,METHOD_PERFORMANCE_OR_DATA_QUALITY,"The mobility item had the poorest response distribution and informativity. All walking-aid users selected “some problems,” and the mobility Shannon indices were zero in this group.",P4e274b5a87b1:O2,4
P4e274b5a87b1:FND3,P4e274b5a87b1:S1,doi:10.1007/s40120-024-00694-7,10.1007/s40120-024-00694-7,2024,MEASUREMENT_PROPERTY_EVALUATION,Convergent and divergent validity of EQ-5D-3L dimensions and index,MEASUREMENT_PROPERTY,"In wheelchair users, mobility showed moderate convergent correlations with ataxia severity and activities of daily living. A mobility correlation could not be calculated for walking-aid users because all responses were identical.",P4e274b5a87b1:O3,2
P4e274b5a87b1:FND4,P4e274b5a87b1:S1,doi:10.1007/s40120-024-00694-7,10.1007/s40120-024-00694-7,2024,MEASUREMENT_PROPERTY_EVALUATION,Convergent and divergent validity of EQ-5D-3L dimensions and index,MEASUREMENT_PROPERTY,"Among wheelchair users, the EQ-5D-3L index had stronger associations with SARA and ADL than were present in less-supported groups, while INAS associations with EQ-5D outcomes were weak or negligible.",P4e274b5a87b1:O3,2
P4e274b5a87b1:FND5,P4e274b5a87b1:S1,doi:10.1007/s40120-024-00694-7,10.1007/s40120-024-00694-7,2024,MEASUREMENT_PROPERTY_EVALUATION,Responsiveness of EQ-5D-3L dimensions and index over three years,MEASUREMENT_PROPERTY,"Over three years, the mobility item showed almost no change in walking-aid users but substantially more deterioration in wheelchair users.",P4e274b5a87b1:O4,6
P4e274b5a87b1:FND6,P4e274b5a87b1:S1,doi:10.1007/s40120-024-00694-7,10.1007/s40120-024-00694-7,2024,MEASUREMENT_PROPERTY_EVALUATION,Responsiveness of EQ-5D-3L dimensions and index over three years,MEASUREMENT_PROPERTY,"SARA and ADL showed moderate-to-large longitudinal effect sizes, while EQ-5D-3L changes were generally absent-to-small; walking-aid users had no significant EQ-5D-3L effect sizes over three years.",P4e274b5a87b1:O4,0
P4e274b5a87b1:FND7,P4e274b5a87b1:S1,doi:10.1007/s40120-024-00694-7,10.1007/s40120-024-00694-7,2024,MEASUREMENT_PROPERTY_EVALUATION,EQ-5D-3L index and EQ VAS health status,HEALTH_STATUS_OR_EQ_VAS,"Baseline EQ-5D-3L index scores were lower with greater mobility-support use, while EQ VAS scores did not differ significantly across support groups.",P4e274b5a87b1:O5,5
P4e504601e8e9:finding_1,P4e504601e8e9:study_1,doi:10.1007/s10198-025-01892-2,10.1007/s10198-025-01892-2,2026,VALUE_SET_DEVELOPMENT,,,The updated value set ranged from 1 for full health to -0.723 for health state 33333.,,2
P4e504601e8e9:finding_2,P4e504601e8e9:study_1,doi:10.1007/s10198-025-01892-2,10.1007/s10198-025-01892-2,2026,VALUE_SET_DEVELOPMENT,,,"Pain/discomfort had the largest level-3 decrement, followed by mobility, anxiety/depression, self-care, and usual activities.",,5
P4e504601e8e9:finding_3,P4e504601e8e9:study_1,doi:10.1007/s10198-025-01892-2,10.1007/s10198-025-01892-2,2026,VALUE_SET_DEVELOPMENT,,,Agreement with the existing Dutch EQ-5D-3L value set was limited; the concordance coefficient was 0.890 and the error measures showed material differences.,,4
P4e504601e8e9:finding_4,P4e504601e8e9:study_1,doi:10.1007/s10198-025-01892-2,10.1007/s10198-025-01892-2,2026,VALUE_SET_DEVELOPMENT,,,"Compared with the existing value set, the updated set gave slightly lower values for mild states, slightly higher values for moderate states, and substantially lower values for severe states, especially states below zero.",,0
P4e518dd3bc52:F1,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,HEALTH_OUTCOME_RESEARCH,,,Mild-to-severe anxiety and depression symptoms were common in the full sample.,,2
P4e518dd3bc52:F2,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,HEALTH_OUTCOME_RESEARCH,,,Suboptimal self-confidence and social-connectedness outcomes were common in the full sample.,,4
P4e518dd3bc52:F3,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,HEALTH_OUTCOME_RESEARCH,,,Anxiety and depression prevalence differed across countries and was lowest in China and highest in Italy.,,4
P4e518dd3bc52:F4,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,HEALTH_OUTCOME_RESEARCH,,,"In pooled exploratory factor analysis, two interpretable correlated factors were identified: internal states, dominated by GAD-7 and PHQ-9 with some contribution from self-confidence, and social connectedness, defined by social participation, contact with others, and feeling connected.",,2
P4e518dd3bc52:F5,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,HEALTH_OUTCOME_RESEARCH,,,"The country-specific factor pattern was broadly similar, but Greece had the reversed factor order and China had a third factor that separated objective social participation from felt connectedness.",,0
P4e518dd3bc52:F6,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,HEALTH_OUTCOME_RESEARCH,,,"Younger respondents generally reported more anxiety, depression, and problems with self-confidence and social connectedness; female respondents reported more anxiety and depression than male respondents.",,0
P4e518dd3bc52:F7,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,HEALTH_OUTCOME_RESEARCH,,,"Across countries, more chronic conditions, perceived COVID-19 risk, and feeling less protected against COVID-19 were associated with worse internal-state and social-connectedness factor scores; not living alone was associated with better social connectedness.",,0
P4e518dd3bc52:F8,P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,HEALTH_OUTCOME_RESEARCH,,,More than 80% of respondents who met the mild-to-severe anxiety criterion also met the mild-to-severe depression criterion.,,1
P4e7ac6718aab:FI1,P4e7ac6718aab:S1,doi:10.1177/1536867x241276110,10.1177/1536867x241276110,2024,METHODS_RESEARCH,,,"In the full sample of 750 respondents, the default garbage-class mixed logit model estimated that about 34% of respondents belonged to the garbage class.",,1
P4e7ac6718aab:FI2,P4e7ac6718aab:S1,doi:10.1177/1536867x241276110,10.1177/1536867x241276110,2024,METHODS_RESEARCH,,,"After the model accounted for random response patterns, mean preference estimates for faster, more convenient, and more reliable tests moved farther from zero, relative standard deviations became smaller, and posterior correlations changed from positive to mainly negative.",,1
P4e7ac6718aab:FI3,P4e7ac6718aab:S1,doi:10.1177/1536867x241276110,10.1177/1536867x241276110,2024,METHODS_RESEARCH,,,"Changing the class-membership prior from Bernoulli(0.5) to Bernoulli(0.8) reduced the estimated garbage-class share to about 28%, but the main contrast with the standard mixed logit results remained.",,1
P4e7ac6718aab:FI4,P4e7ac6718aab:S1,doi:10.1177/1536867x241276110,10.1177/1536867x241276110,2024,METHODS_RESEARCH,,,A standard mixed logit model fitted after removing respondents with posterior garbage-class probability of at least 0.5 retained 540 respondents and produced estimates similar to the Bernoulli(0.8) garbage-class model.,,1
P4e7ac6718aab:FI5,P4e7ac6718aab:S1,doi:10.1177/1536867x241276110,10.1177/1536867x241276110,2024,METHODS_RESEARCH,,,"The garbage_mixl and JAGS implementations produced nearly identical standard and garbage-class mixed logit estimates within Monte Carlo sampling precision, which confirmed the correctness of the implementation.",,1
P4e7ac6718aab:FI6,P4e7ac6718aab:S1,doi:10.1177/1536867x241276110,10.1177/1536867x241276110,2024,METHODS_RESEARCH,,,"All commands produced similar standard panel mixed logit estimates, but garbage_mixl completed the reported benchmark much faster than the comparison implementations.",,2
P4e7ac6718aab:FI7,P4e7ac6718aab:S1,doi:10.1177/1536867x241276110,10.1177/1536867x241276110,2024,METHODS_RESEARCH,,,"The achieved Metropolis-within-Gibbs and MALA acceptance rates were close to their targets, and Monte Carlo standard errors were generally less than 5% to 10% of posterior standard deviations.",,0
P4ec7c747266c:finding_agreement,P4ec7c747266c:study_recall,doi:10.1016/j.jval.2026.01.001,10.1016/j.jval.2026.01.001,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Within-person recall-period profile agreement was much higher for EQ-5D-5L than for EQ-HWB-9, and agreement fell further when best-health profiles were excluded.",,4
P4ec7c747266c:finding_ceiling,P4ec7c747266c:study_recall,doi:10.1016/j.jval.2026.01.001,10.1016/j.jval.2026.01.001,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"For both instruments, last-week recall produced lower scale-level ceilings, more reported problems, and generally greater response informativity than today recall.",,4
P4ec7c747266c:finding_convergent,P4ec7c747266c:study_recall,doi:10.1016/j.jval.2026.01.001,10.1016/j.jval.2026.01.001,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Most hypothesized item associations were at least moderate. Last-week EQ-HWB-9 items consistently correlated more strongly with related external content than today items, while EQ-5D-5L showed a mixed or negligible recall-period pattern.",,2
P4ec7c747266c:finding_informativity,P4ec7c747266c:study_recall,doi:10.1016/j.jval.2026.01.001,10.1016/j.jval.2026.01.001,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Absolute informativity was higher for last-week recall for all items except EQ-5D-5L usual activities, and recall-related informativity differences were larger for EQ-HWB-9.",,0
P4ec7c747266c:finding_known,P4ec7c747266c:study_recall,doi:10.1016/j.jval.2026.01.001,10.1016/j.jval.2026.01.001,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Last-week versions distinguished slightly more prespecified known groups with moderate or large effects, and the clearest advantage was for mental health subgroups.",,3
P4ec7c747266c:finding_overall,P4ec7c747266c:study_recall,doi:10.1016/j.jval.2026.01.001,10.1016/j.jval.2026.01.001,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Differences between today and last-week recall were generally small, but recall-period effects were slightly larger for EQ-HWB-9 than for EQ-5D-5L.",,0
P4ec7c747266c:finding_sensitivity,P4ec7c747266c:study_recall,doi:10.1016/j.jval.2026.01.001,10.1016/j.jval.2026.01.001,2026,MEASUREMENT_PROPERTY_EVALUATION,,,Analyses stratified by educational attainment showed no meaningful differences in the psychometric findings.,,0
P4ec7c747266c:finding_structure,P4ec7c747266c:study_recall,doi:10.1016/j.jval.2026.01.001,10.1016/j.jval.2026.01.001,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Principal component analysis found five common domains under both recall periods; factor loadings for both EuroQol instruments changed little, although a separate sleep factor appeared only in the today analysis.",,2
P4ecf0174058c:finding1,P4ecf0174058c:study1,doi:10.1177/17455057251344733,10.1177/17455057251344733,2025,HEALTH_OUTCOME_RESEARCH,"Uncertainty, fear, worry, and anxiety during childbearing",HEALTH_STATUS_OR_EQ_VAS,"Uncertainty was prominent in experiences of COVID-19 infection, vaccination decisions, and birth. Participants worried about unknown effects on themselves, fetuses, newborns, and other children, and about changing hospital restrictions and support at birth.",P4ecf0174058c:outcome1,0
P4ecf0174058c:finding2,P4ecf0174058c:study1,doi:10.1177/17455057251344733,10.1177/17455057251344733,2025,HEALTH_OUTCOME_RESEARCH,"Uncertainty, fear, worry, and anxiety during childbearing",HEALTH_STATUS_OR_EQ_VAS,"Participants described fear, worry, anxiety, hypervigilance, isolation, and prolonged rumination. Pandemic conditions made even low-risk pregnancy resemble the uncertainty that is often associated with high-risk pregnancy.",P4ecf0174058c:outcome1,0
P4ecf0174058c:finding3,P4ecf0174058c:study1,doi:10.1177/17455057251344733,10.1177/17455057251344733,2025,HEALTH_OUTCOME_RESEARCH,"Coping, resilience, and concealed well-being needs",HEALTH_STATUS_OR_EQ_VAS,"Participants developed resilience through deliberate calm, acceptance of limited control, gratitude for survival, solidarity with others, humility, courage, and support from community or therapy.",P4ecf0174058c:outcome2,0
P4ecf0174058c:finding4,P4ecf0174058c:study1,doi:10.1177/17455057251344733,10.1177/17455057251344733,2025,HEALTH_OUTCOME_RESEARCH,"Coping, resilience, and concealed well-being needs",HEALTH_STATUS_OR_EQ_VAS,"Resilience was sometimes only an external appearance. Some women concealed depression, fear, stress, or vulnerability while they protected family members and met expectations to be strong, resilient mothers.",P4ecf0174058c:outcome2,0
P4edef90afd07:F1,P4edef90afd07:S1,doi:10.3390/curroncol32110645,10.3390/curroncol32110645,2025,HEALTH_OUTCOME_RESEARCH,,,"Compared with annual family income above CAD 150,000, the lowest income category and undisclosed income were associated with significantly lower EQ-5D-3L utilities in both primary multivariable models.",,4
P4edef90afd07:F2,P4edef90afd07:S1,doi:10.3390/curroncol32110645,10.3390/curroncol32110645,2025,HEALTH_OUTCOME_RESEARCH,,,Lower income was associated with more severe problems in the EQ-5D-3L pain/discomfort and anxiety/depression dimensions; the other three dimension correlations were not statistically significant.,,2
P4edef90afd07:F3,P4edef90afd07:S1,doi:10.3390/curroncol32110645,10.3390/curroncol32110645,2025,HEALTH_OUTCOME_RESEARCH,,,"Mean utility differed across cancer sites, and colorectal cancer had a significantly higher adjusted utility than head and neck cancer in both primary models.",,3
P4edef90afd07:F4,P4edef90afd07:S1,doi:10.3390/curroncol32110645,10.3390/curroncol32110645,2025,HEALTH_OUTCOME_RESEARCH,,,The interaction between categorical age and birth sex was not statistically significant.,,1
P4efc82c42d3d:finding_ceiling,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,Five-level bolt-ons performed better than three-level bolt-ons on the item-level ceiling criterion that used a 70% cutoff.,,2
P4efc82c42d3d:finding_content,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,No included publication reported content-validity evidence or qualitative evidence on acceptability.,,1
P4efc82c42d3d:finding_convergence,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,"Divergent validity against unrelated domains was generally good, but convergent-validity performance was mixed. Some bolt-ons had moderate or strong correlations with the EQ-5D usual activities and anxiety/depression dimensions.",,0
P4efc82c42d3d:finding_evidence,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,The review included 101 publications from 72 unique studies and assessed 15 three-level and 13 five-level cognition bolt-ons.,,4
P4efc82c42d3d:finding_informativity,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,"Adding a cognition bolt-on produced limited and variable ceiling reduction. Absolute informativity increased in all reported cases, but relative informativity decreased slightly. Associations with EQ VAS usually improved only slightly.",,0
P4efc82c42d3d:finding_items,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,The Janssen 2013 five-level global cognition bolt-on and the Haagsma 2005 three-level thinking-ability bolt-on had the most assessments; every other bolt-on had fewer than 10 assessments.,,2
P4efc82c42d3d:finding_overall,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,Five-level cognition bolt-ons had a more favorable positive-to-nonpositive assessment ratio than three-level bolt-ons.,,2
P4efc82c42d3d:finding_populations,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,Evidence was mixed in the two populations represented by at least 10 studies: head or brain injury and dementia.,,4
P4efc82c42d3d:finding_sparse,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,"Evidence was sparse and generally unfavorable for responsiveness and test-retest reliability. Only two publications assessed patient-proxy agreement, and no publication assessed differential item functioning.",,4
P4efc82c42d3d:finding_structure,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,"Two publications assessed structural validity. In both, cognition bolt-ons grouped with the EQ-5D anxiety/depression item; in one study, the bolt-on did not load on a separate cognition factor defined by PROMIS cognition items.",,0
P4efc82c42d3d:finding_validity,P4efc82c42d3d:study_review,doi:10.1016/j.jval.2025.09.3053,10.1016/j.jval.2025.09.3053,2025,EVIDENCE_SYNTHESIS,,,"Known-groups validity was the most frequently assessed property. Bolt-on items differentiated 56% of known groups for 3L and 29% for 5L, while EQ-5D plus bolt-on differentiated 88% for 3L and 80% for 5L. Positive evidence was most common for injury characteristics, acute or chronic conditions and comorbidities, and sociodemographic groups.",,4
P4fd91be0b3f9:F1,P4fd91be0b3f9:S1,doi:10.1007/s11136-016-1495-z,10.1007/s11136-016-1495-z,2017,METHODS_RESEARCH,Presence of at least one logically inconsistent composite TTO valuation,METHOD_PERFORMANCE_OR_DATA_QUALITY,Inadequate health literacy was reported by 7% of respondents and 11% had at least one logical inconsistency in their valuations.,P4fd91be0b3f9:OUT1 | P4fd91be0b3f9:SF1,2
P4fd91be0b3f9:F2,P4fd91be0b3f9:S1,doi:10.1007/s11136-016-1495-z,10.1007/s11136-016-1495-z,2017,METHODS_RESEARCH,Presence of at least one logically inconsistent composite TTO valuation,METHOD_PERFORMANCE_OR_DATA_QUALITY,Logical inconsistencies were more common in respondents with inadequate health literacy (23%) than in those with adequate health literacy (10%).,P4fd91be0b3f9:OUT1 | P4fd91be0b3f9:SF1,2
P4fd91be0b3f9:F3,P4fd91be0b3f9:S1,doi:10.1007/s11136-016-1495-z,10.1007/s11136-016-1495-z,2017,METHODS_RESEARCH,Presence of at least one logically inconsistent composite TTO valuation,METHOD_PERFORMANCE_OR_DATA_QUALITY,"In adjusted logistic regression, inadequate health literacy roughly doubled the odds of an inconsistent valuation.",P4fd91be0b3f9:OUT1 | P4fd91be0b3f9:SF1,1
P4fd91be0b3f9:F4,P4fd91be0b3f9:S1,doi:10.1007/s11136-016-1495-z,10.1007/s11136-016-1495-z,2017,METHODS_RESEARCH,Presence of at least one logically inconsistent composite TTO valuation,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Two of the three health literacy components were associated with inconsistency, while lacking confidence in completing medical forms was not.",P4fd91be0b3f9:OUT1 | P4fd91be0b3f9:SF2,3
P4fd91be0b3f9:F5,P4fd91be0b3f9:S1,doi:10.1007/s11136-016-1495-z,10.1007/s11136-016-1495-z,2017,METHODS_RESEARCH,,,"Respondents with inadequate health literacy had lower socio-economic and health status, including lower education, unemployment, rural residence and lower EQ VAS scores.",P4fd91be0b3f9:IU3 | P4fd91be0b3f9:SF1,2
P4fd91be0b3f9:F6,P4fd91be0b3f9:S1,doi:10.1007/s11136-016-1495-z,10.1007/s11136-016-1495-z,2017,METHODS_RESEARCH,Self-reported difficulty of the TTO task,FEASIBILITY,"Respondents with inadequate health literacy reported understanding the valuation questions as often as those with adequate health literacy, despite more inconsistencies.",P4fd91be0b3f9:OUT2 | P4fd91be0b3f9:SF1,1
P500c196383ac:find_assoc1,P500c196383ac:study1,doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z,2025,MEASUREMENT_PROPERTY_EVALUATION,,,Immunologic and musculoskeletal conditions had the strongest associations with greater pain frequency.,,2
P500c196383ac:find_assoc2,P500c196383ac:study1,doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z,2025,MEASUREMENT_PROPERTY_EVALUATION,,,Condition-specific associations differed by response format: depression was associated with pain and discomfort frequency but not severity; cancer and dermatologic conditions were associated with pain frequency only; neurologic conditions were associated with pain severity only.,,0
P500c196383ac:find_corr,P500c196383ac:study1,doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"All EQ-HWB pain and discomfort frequency and severity items and the EQ-5D-5L pain/discomfort item had strong, statistically significant correlations. The strongest reported full-sample correlations were between EQ-HWB pain severity and pain frequency and between pain severity and discomfort severity.",,3
P500c196383ac:find_dif,P500c196383ac:study1,doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"Frequency and severity response formats showed large differential item functioning for pain, driven mainly by uniform DIF, but negligible DIF for discomfort.",,4
P500c196383ac:find_info,P500c196383ac:study1,doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z,2025,MEASUREMENT_PROPERTY_EVALUATION,,,Frequency response scales had higher absolute and relative informativity than severity scales for pain and discomfort in the full sample and in most examined subgroups.,,4
P500c196383ac:find_irt,P500c196383ac:study1,doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"The graded response model showed that severity items had higher discrimination and wider threshold ranges, while frequency items were more sensitive at lower latent-trait levels.",,2
P502b99c343a2:F1,P502b99c343a2:S1,doi:10.1007/s10198-013-0474-3,10.1007/s10198-013-0474-3,2013,METHODS_RESEARCH,Feasibility: time to complete tasks and perceived task difficulty,FEASIBILITY,"DCE tasks took less time than BWS tasks overall, although per-question times were similar.",P502b99c343a2:OU1,3
P502b99c343a2:F2,P502b99c343a2:S1,doi:10.1007/s10198-013-0474-3,10.1007/s10198-013-0474-3,2013,METHODS_RESEARCH,Feasibility: time to complete tasks and perceived task difficulty,FEASIBILITY,"More participants reported severe difficulty choosing among three health states than between two health states, and about 70% reported some difficulty imagining EQ-5D-5L health states.",P502b99c343a2:OU1,2
P502b99c343a2:F3,P502b99c343a2:S1,doi:10.1007/s10198-013-0474-3,10.1007/s10198-013-0474-3,2013,METHODS_RESEARCH,Test-retest reliability (intraclass correlation coefficient) of DCE and BWS responses,MEASUREMENT_PROPERTY,Test-retest reliability was higher for the DCE than for the BWS.,P502b99c343a2:OU2,1
P502b99c343a2:F4,P502b99c343a2:S1,doi:10.1007/s10198-013-0474-3,10.1007/s10198-013-0474-3,2013,METHODS_RESEARCH,"Agreement between choice-task rankings and VAS rankings, and dominance-task pass rates",METHOD_PERFORMANCE_OR_DATA_QUALITY,Almost all participants passed the dominance validity checks in both tasks.,P502b99c343a2:OU4,2
P502b99c343a2:F5,P502b99c343a2:S1,doi:10.1007/s10198-013-0474-3,10.1007/s10198-013-0474-3,2013,METHODS_RESEARCH,"Agreement between choice-task rankings and VAS rankings, and dominance-task pass rates",METHOD_PERFORMANCE_OR_DATA_QUALITY,Choice task rankings agreed closely with VAS rankings of the same health states.,P502b99c343a2:OU4,3
P502b99c343a2:F6,P502b99c343a2:S1,doi:10.1007/s10198-013-0474-3,10.1007/s10198-013-0474-3,2013,METHODS_RESEARCH,Latent utilities (regression coefficients) for EQ-5D-5L dimension levels,PREFERENCE_OR_UTILITY,"Estimated dimension-level coefficients were similar between methods, but confidence intervals were wider for the DCE estimates than for the BWS estimates; each method showed one level ordering violation.",P502b99c343a2:OU3,3
P502b99c343a2:F7,P502b99c343a2:S1,doi:10.1007/s10198-013-0474-3,10.1007/s10198-013-0474-3,2013,METHODS_RESEARCH,Test-retest reliability (intraclass correlation coefficient) of DCE and BWS responses,MEASUREMENT_PROPERTY,"Participants who completed the BWS tasks first were more consistent in the repeated DCE tasks, while BWS consistency did not improve with task order.",P502b99c343a2:OU2,2
P502e5b068f4c:FN1,P502e5b068f4c:S1,doi:10.1016/j.jval.2024.06.018,10.1016/j.jval.2024.06.018,2024,METHODS_RESEARCH,,,"The effect of a bolt-on depended on its severity. No, mild, or moderate problems usually increased health-state values, while severe or extreme problems decreased them. The effect was stronger at the lower end of the value scale.",,0
P502e5b068f4c:FN2,P502e5b068f4c:S1,doi:10.1016/j.jval.2024.06.018,10.1016/j.jval.2024.06.018,2024,METHODS_RESEARCH,,,"Mean values were slightly lower after self-care was added to EQ-4D, but the overall difference was not statistically significant.",,2
P502e5b068f4c:FN3,P502e5b068f4c:S1,doi:10.1016/j.jval.2024.06.018,10.1016/j.jval.2024.06.018,2024,METHODS_RESEARCH,,,"Mean values were lower after vision was added to EQ-5D-5L, and the overall difference was statistically significant.",,2
P502e5b068f4c:FN4,P502e5b068f4c:S1,doi:10.1016/j.jval.2024.06.018,10.1016/j.jval.2024.06.018,2024,METHODS_RESEARCH,,,Scaling factor models had better out-of-sample prediction than conventional models in both arms.,,4
